HC16,HC13,HC06,HC03,RRMS18,RRMS16,SPMS10,SPMS03
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
22,22,30,25,33,30,21,19
0,0,0,0,0,0,0,0
1,0,0,2,3,0,0,1
1813,1991,2073,2674,2281,1566,1108,1397
1430,1504,1548,1874,1880,1806,1564,1701
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
44,16,24,42,31,51,52,53
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,1,1,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
248,112,84,385,289,213,462,444
0,0,0,0,0,0,0,0
0,0,0,2,1,0,1,0
27,30,29,29,20,19,18,15
29,60,18,21,30,16,17,28
43,109,25,34,28,10,31,45
5,4,1,3,6,5,7,3
0,0,0,0,0,1,0,0
317,348,306,298,377,372,324,323
0,0,0,0,0,0,0,0
0,0,0,1,0,0,0,0
13,8,3,7,3,8,5,1
12,17,22,3,9,7,5,3
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
15,12,12,14,11,6,11,1
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
14,2,10,1,4,4,3,2
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
236,278,258,376,289,234,142,240
0,0,0,0,0,0,0,0
5,0,3,0,0,2,0,1
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
30,42,46,32,38,36,18,33
0,0,0,0,0,0,0,0
8,14,6,16,20,11,7,8
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,4
0,0,3,3,4,0,1,0
4,7,3,7,3,2,7,0
21162,22480,20244,18755,23421,26517,35956,23290
0,1,4,2,5,3,1,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,2
0,0,0,1,0,0,0,1
10,1,3,2,4,0,0,0
2,4,0,1,2,3,0,2
0,0,0,0,0,1,0,0
47,45,57,37,29,35,40,51
0,0,0,0,0,0,0,1
0,2,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
4,5,6,10,5,6,5,5
104,127,135,157,196,162,82,139
8,1,6,5,3,4,0,3
0,0,0,0,0,0,0,0
0,1,0,1,1,1,0,0
0,0,0,0,0,0,0,0
109,166,139,156,165,103,138,78
16,22,29,22,26,21,24,23
124,159,111,221,165,186,149,126
2,3,1,2,5,3,2,0
0,2,0,0,1,1,0,1
127,56,80,114,75,158,149,140
0,0,1,0,0,0,0,1
0,0,1,1,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,1
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
35,32,34,52,43,31,14,37
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
1531,2034,1244,1139,1902,2411,2981,1575
1081,1052,1037,968,1209,1320,1007,1270
735,932,721,768,841,774,848,796
0,0,0,0,0,0,0,0
64,42,36,74,60,54,43,45
567,750,644,764,756,570,347,426
1139,1030,1044,1011,721,1113,1024,758
0,0,0,1,7,1,0,0
295,330,283,487,346,310,234,306
0,0,0,1,0,0,0,0
1,2,16,4,1,6,6,4
2,8,12,11,0,2,2,3
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,1,0,3,0,1,1,0
0,0,0,0,0,0,0,0
6,8,1,9,4,3,5,1
0,0,0,0,0,0,0,0
0,6,0,6,1,1,2,0
78,100,103,122,118,107,60,96
0,0,0,0,0,0,0,0
9,10,5,10,13,14,8,9
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
774,958,816,1144,1172,886,541,747
0,0,0,0,0,0,0,0
7,13,18,30,14,13,5,15
0,0,0,0,0,0,0,0
77,100,72,111,124,78,96,82
1,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
654,710,552,852,700,595,535,650
25,7,14,26,25,17,14,16
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
200,234,246,346,261,228,221,160
595,536,707,615,564,523,235,386
126,151,91,131,137,158,169,143
0,1,0,1,0,0,0,0
818,918,947,1241,1114,1006,754,747
0,0,0,0,0,0,0,0
0,1,0,0,0,0,1,0
0,0,0,1,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
102,101,84,112,172,96,90,87
116,97,114,120,122,66,64,92
0,0,0,0,0,0,0,2
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
1500,1651,1682,2304,2047,1915,1617,1643
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,1,0,0,0,2,0,0
0,0,0,0,0,0,0,0
484,474,484,468,553,547,546,676
50,33,78,124,56,40,50,92
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,1,0,0,0,0
54,136,91,125,156,117,28,66
949,947,938,1156,1137,1043,742,938
0,0,0,0,0,0,0,0
2,0,4,1,3,4,1,2
10,8,6,11,4,4,4,4
173,138,88,226,356,264,111,215
2,3,4,4,5,3,3,5
0,0,0,0,0,0,1,1
8,8,1,8,7,4,1,2
2,1,2,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,3,2,0,1
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,1
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
229,280,280,357,319,234,256,227
237,278,351,376,325,271,276,340
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
240,240,292,378,278,227,199,233
10,15,13,9,4,8,6,3
21,19,18,26,11,14,20,13
0,0,0,0,0,0,0,0
0,4,0,1,0,1,0,0
49,41,26,70,13,9,38,25
0,1,0,0,0,0,0,0
0,0,0,0,0,0,0,0
31,37,22,41,27,29,21,33
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,2,1,0
0,0,0,0,0,0,0,0
0,0,0,0,0,1,0,0
45,121,28,77,63,74,26,112
2,4,1,2,0,0,1,0
2,0,0,0,0,0,0,0
0,0,0,0,1,0,0,1
1,0,1,0,0,1,0,1
699,783,804,855,833,825,893,675
0,0,0,0,0,0,0,0
2,2,2,1,3,2,0,4
0,0,0,0,0,0,0,0
2,2,0,0,0,0,1,1
69,83,66,133,100,76,47,72
31,25,13,27,35,23,15,31
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
205,185,188,229,223,199,140,183
51,66,76,49,78,60,28,39
36,43,51,45,53,40,22,22
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,1,2,0,0,0,1
138,181,193,395,295,194,107,140
0,0,0,0,0,0,0,0
416,565,696,865,1000,678,368,372
0,1,0,0,0,2,0,1
803,525,874,520,961,945,673,916
0,1,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,1,0,0,1,1,0,0
0,0,0,0,0,0,0,0
36,22,9,12,8,14,21,20
0,0,0,0,0,0,0,0
0,2,1,1,1,0,0,2
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
94,103,135,146,123,79,53,79
0,0,0,0,0,0,0,0
9,14,9,13,20,6,7,12
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
1,2,0,4,1,0,0,0
9,4,1,1,6,5,0,0
0,0,0,0,0,0,0,0
9,15,25,19,33,15,12,11
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,1
0,0,0,0,0,0,0,0
7153,6976,6638,5925,8280,8840,7357,7035
0,3,0,0,0,0,0,0
0,0,0,0,0,0,0,0
1690,1408,1692,2644,1736,1279,943,782
2,5,9,6,5,3,2,1
17,11,14,4,9,13,16,12
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
1,6,2,1,3,3,1,4
0,0,0,0,0,0,0,0
1,0,0,2,0,1,0,0
0,0,0,0,0,0,0,0
22,15,22,34,33,23,10,14
152,149,178,236,231,159,98,152
1,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
105,81,91,168,77,50,52,46
372,312,425,180,82,295,159,379
49,63,51,46,26,28,26,44
5031,5145,3968,3995,5134,4926,4628,4299
0,0,0,0,0,0,0,0
0,1,5,2,2,9,2,8
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
137,214,230,259,296,192,95,148
1,1,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
587,582,751,866,706,500,293,544
0,0,0,1,0,0,0,0
1,3,4,4,1,1,0,1
0,0,0,1,1,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
5,6,10,4,1,13,7,4
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,1
0,0,0,0,0,1,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,1,0,0,0,0
2,4,0,1,1,1,0,3
2,1,2,2,1,4,0,1
0,0,0,0,0,0,0,0
0,0,0,0,0,0,2,0
0,0,0,0,0,0,0,0
702,705,694,962,1122,833,873,771
0,0,0,0,0,0,1,0
816,843,820,1120,1020,897,538,590
0,0,0,0,0,0,0,0
2,0,1,0,0,1,0,1
6,3,4,5,1,10,1,2
15,27,15,28,36,33,7,34
27,26,31,41,32,28,18,24
0,0,0,0,1,3,1,1
1,1,0,0,2,1,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
278,241,278,367,390,254,216,198
0,0,0,2,0,0,0,0
0,0,0,0,0,0,0,0
0,1,0,1,4,1,1,3
0,0,0,0,0,0,0,1
16,21,20,70,16,18,27,16
33,46,46,62,25,47,37,65
1,0,0,2,0,3,0,2
166,306,251,266,225,200,198,146
16,21,46,93,37,44,51,8
449,414,420,408,423,417,401,351
3562,4273,4701,2285,5972,4238,4441,7589
18730,25540,20763,17006,8914,9389,10237,16196
491,852,474,419,525,494,689,698
558,648,140,1848,1109,988,813,277
2,0,0,0,0,1,0,0
176,315,153,142,201,183,210,351
0,0,0,0,0,0,0,0
10,13,13,8,14,14,12,0
0,0,0,0,0,0,0,0
6123,7333,6695,9335,7430,7125,5950,6668
4,3,5,0,3,6,0,0
3,1,7,3,0,2,2,5
0,0,0,0,0,0,0,0
0,0,1,0,0,0,0,0
0,3,0,0,0,0,0,0
0,0,1,0,0,0,1,0
0,1,0,1,0,1,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
3,1,6,7,1,1,2,1
425,374,547,516,530,476,217,403
216,226,244,348,298,214,125,199
132,22,19,12,32,59,63,92
9,5,7,5,28,3,4,8
0,0,0,0,0,0,0,0
3,1,2,0,2,3,2,1
0,0,0,0,0,0,0,1
0,0,0,0,0,1,0,0
34,24,25,43,50,25,23,24
860,794,701,626,636,961,841,826
812,1076,1062,1089,1234,945,678,821
1210,1201,946,1259,1208,1163,1096,947
0,0,0,0,0,0,0,0
0,0,0,0,0,1,0,1
1,0,0,0,0,0,0,0
0,1,0,0,0,0,0,0
10,8,5,8,10,2,5,2
0,0,0,0,0,0,0,0
13,13,7,11,2,7,5,8
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,1,0,0,0,0,0,0
0,0,0,1,0,0,0,0
0,0,0,0,0,0,0,0
0,0,1,4,0,0,1,0
0,0,0,0,0,0,0,0
0,2,0,0,0,0,0,0
23,12,32,24,37,41,11,18
83,80,87,82,101,91,70,89
0,0,0,0,0,0,0,0
2,3,7,4,7,1,0,4
0,0,0,0,0,0,0,0
79,70,111,102,77,40,65,59
1,0,0,0,1,0,0,0
3,0,1,0,0,0,0,1
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
8,5,5,2,5,7,7,3
0,1,0,0,0,0,0,0
0,0,0,0,0,0,0,0
854,777,770,1181,1059,924,542,677
998,934,1132,1444,1355,1044,678,795
24,18,19,20,32,34,27,37
0,0,0,0,0,0,0,0
229,344,254,226,265,226,189,322
12,10,15,17,14,13,9,13
0,0,0,0,0,0,0,0
1,0,0,0,0,0,0,0
0,0,0,2,0,0,0,0
0,0,0,0,0,0,0,0
20,6,12,13,9,23,3,10
45,55,32,16,36,42,20,28
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
19,4,12,12,15,13,4,10
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,1,0,0
6,3,4,2,5,3,0,4
593,548,429,268,504,600,690,659
0,4,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
9,8,7,9,16,7,18,5
0,0,0,0,0,0,0,0
0,0,0,2,0,0,0,0
91,124,191,344,305,201,120,113
0,0,0,0,0,0,0,0
3,1,0,3,0,0,3,2
0,0,0,1,0,0,0,0
0,0,0,0,0,0,0,0
2203,2033,2095,1280,1207,1718,2586,2597
1189,967,1219,785,770,1104,702,1282
262,262,458,465,404,290,171,195
6782,7203,7068,6927,5948,7180,7140,7180
106,138,202,203,182,119,73,119
0,0,0,0,0,0,0,1
2,4,2,8,3,8,2,2
0,1,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,2,0,0,0,1
0,0,0,0,0,0,0,0
177,172,129,220,166,169,170,98
0,0,0,0,0,0,0,0
12,9,11,15,12,9,4,4
0,0,0,4,0,0,1,1
4,0,0,0,3,3,1,2
3038,5428,3226,3013,3502,3090,2986,3564
5,1,0,1,1,0,0,1
3,6,1,2,5,9,9,3
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
607,546,557,488,445,496,647,596
0,0,0,0,1,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
160,136,167,108,122,149,104,133
3,11,6,5,20,2,6,7
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
1,2,1,1,0,1,0,1
0,0,0,0,0,2,0,0
0,0,2,0,0,0,0,3
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
1,5,2,1,4,1,3,6
1,2,0,2,1,0,2,1
0,0,0,0,0,0,0,0
0,0,0,1,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
1,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
222,287,356,348,361,243,132,226
1,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
1,1,2,1,1,0,0,2
0,1,0,0,2,0,0,0
0,0,0,0,0,1,0,0
3050,2917,2908,3886,3156,3038,1945,2166
12,24,14,28,25,14,7,22
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
140,164,185,201,268,242,148,177
244,270,253,371,285,304,180,262
0,0,0,0,0,0,0,0
24,22,29,25,35,6,4,9
1383,1374,1566,2191,1706,1470,944,1091
2,2,4,0,2,2,3,2
1,3,2,1,1,1,5,4
8,16,9,8,9,8,8,13
2021,1932,2088,1932,2144,1971,1203,1901
2267,2015,1819,1545,2192,2423,2638,2643
217,238,247,271,301,216,147,214
0,2,0,0,2,3,0,5
1,0,1,3,2,0,1,1
0,0,0,0,0,0,0,0
2,1,1,8,1,2,0,2
1,5,1,2,1,3,0,0
138,123,187,160,144,110,95,142
31,15,25,26,24,14,13,27
42,16,165,83,54,24,27,46
30,31,53,35,71,49,47,70
3,15,7,11,13,11,4,19
838,972,797,1010,1101,850,552,885
161,121,168,136,191,117,73,194
269,361,377,390,656,394,237,509
37,56,26,39,30,52,76,33
360,459,394,481,593,345,237,436
6,16,19,25,35,19,6,15
4,4,10,7,3,1,8,1
88,68,60,123,120,89,41,55
1,1,1,1,0,2,5,2
3,6,9,6,14,7,3,1
515,506,367,358,451,523,483,431
0,0,0,0,0,2,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
2,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
186,145,65,142,102,128,135,67
9,7,7,9,9,9,2,9
0,0,0,0,0,0,0,0
54,59,37,77,31,40,74,29
43,52,43,75,53,57,36,59
0,0,0,0,0,0,0,0
0,0,0,1,0,0,0,0
5,9,6,7,7,5,4,6
0,1,0,0,0,0,0,0
0,0,0,0,0,0,0,0
3,1,3,2,4,5,4,3
2,2,1,0,0,0,0,0
1,0,0,7,0,1,0,2
0,0,1,0,0,1,1,0
3,17,5,7,4,8,15,4
7,6,1,12,4,6,4,3
0,0,0,0,0,0,0,0
0,2,0,0,0,0,0,0
0,0,0,0,0,0,0,1
48,40,58,107,46,34,18,34
0,0,0,0,0,1,0,0
0,0,0,0,0,0,0,0
10,5,24,8,17,13,18,11
1207,1407,1272,1305,1396,1331,1341,1172
1401,1489,1181,1807,1302,1139,923,1108
295,397,305,385,388,355,229,211
834,778,704,821,671,683,619,457
0,0,0,0,0,0,0,0
183,140,218,230,217,211,157,161
3,3,2,1,2,5,1,3
8,1,3,6,3,8,5,4
0,0,0,0,0,0,0,0
38,35,47,42,37,29,29,28
0,0,0,0,0,0,0,0
1,1,0,0,1,0,0,0
0,0,0,0,1,0,0,0
0,0,0,0,0,0,0,0
20,8,14,6,15,3,12,18
389,462,390,451,445,395,335,486
4,1,4,4,0,2,2,3
463,448,462,628,507,394,374,441
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
56,52,43,104,67,48,44,51
1,1,0,1,2,0,1,0
35,49,50,46,51,39,19,26
5,4,2,1,1,0,0,4
0,0,0,0,0,0,0,0
1003,1481,1025,1540,1204,1190,1116,1030
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
19,34,30,47,60,32,19,18
15,33,27,49,68,19,4,23
18,32,26,42,67,34,16,16
1,5,1,3,4,5,1,0
13,22,15,10,26,11,15,10
0,0,0,0,0,0,0,0
21,20,11,20,16,27,19,15
34,40,48,57,52,21,17,22
136,147,112,116,95,204,126,214
0,0,0,0,0,0,0,0
0,2,2,4,2,4,1,1
1,1,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
95,113,97,156,117,85,63,95
0,0,1,2,0,0,0,0
191,205,277,287,279,184,106,242
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,1,0,0,0,0
1,6,0,1,0,0,0,0
271,253,283,376,275,288,142,205
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,1,3,0,0,0
6,8,7,9,3,12,4,10
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
3,4,1,4,2,5,1,1
2,0,1,2,0,0,0,0
0,0,0,0,0,0,0,0
630,649,547,769,650,569,557,478
0,0,3,0,0,1,0,0
8,4,6,7,8,3,3,1
0,0,0,3,0,1,0,0
192,143,185,138,120,192,143,193
36,29,9,36,28,21,17,20
5,3,3,4,2,2,0,3
40,29,44,32,22,40,37,54
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
121,116,111,168,160,102,63,95
0,0,0,0,0,2,0,0
83,93,105,124,106,114,48,95
0,0,0,0,0,0,0,0
2,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
1,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
1,0,1,10,0,0,0,1
0,0,0,0,0,0,0,0
3,2,7,10,4,5,3,2
7,41,10,30,21,28,29,10
0,0,0,0,0,0,0,0
2,3,4,3,7,0,4,6
2,1,2,0,1,1,0,2
1,0,0,0,0,0,0,0
126,62,57,42,48,40,32,47
747,824,520,571,534,565,578,625
5850,8797,5122,6972,9614,7511,6566,6639
5,2,3,13,0,2,2,2
5,5,6,5,8,3,4,5
0,0,0,0,0,0,0,0
8,26,16,19,16,16,7,15
0,0,0,0,0,0,0,0
4,0,1,7,2,6,2,2
0,0,0,0,0,2,0,0
5,10,12,3,9,8,5,7
0,0,0,0,0,0,0,0
566,492,318,400,401,278,363,368
0,0,0,1,0,0,0,0
59,40,53,47,45,15,23,37
0,0,1,3,1,4,0,3
0,0,0,0,0,0,0,0
0,0,0,1,1,2,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,1,0,0
0,0,0,0,1,0,0,0
0,0,0,0,0,0,0,0
0,1,0,1,0,0,0,0
0,0,0,0,0,1,0,0
0,0,0,0,0,0,0,0
2,2,1,0,0,1,0,0
1,0,1,1,1,0,3,1
0,0,0,0,0,0,0,0
0,1,0,0,0,0,0,0
80,222,54,116,129,68,78,80
2,13,11,7,11,13,4,15
1,0,2,0,0,0,0,1
0,0,0,0,0,0,0,0
140,116,78,106,108,46,71,37
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,2,1,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
3099,3347,4444,5428,4395,3967,2177,2952
3,0,0,0,0,0,0,0
741,743,576,809,491,586,676,595
0,0,0,0,0,0,0,0
2995,3422,2546,4004,2774,2862,2349,2258
217,272,277,328,352,248,166,250
3,0,0,5,0,1,1,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
333,377,440,502,426,383,242,327
50,49,61,75,91,89,50,0
1,1,2,2,4,0,1,0
231,294,212,363,271,247,171,152
0,0,0,0,0,0,0,0
12,12,6,11,12,8,10,7
21,14,27,15,5,11,5,22
4,4,0,2,0,0,0,0
423,464,448,663,583,419,389,535
0,0,0,0,0,0,0,0
4,4,0,0,1,3,2,4
1,3,4,4,2,5,0,1
28,19,11,26,26,13,20,9
36,16,25,18,19,17,23,23
0,1,0,0,0,0,0,0
1,0,0,0,0,1,0,2
0,1,0,0,0,0,0,0
1456,1471,1167,1124,951,992,809,770
1,0,0,2,0,0,2,0
2,2,1,0,3,2,1,2
1,3,2,1,1,4,0,6
9,6,11,15,15,13,7,14
0,0,0,0,0,0,1,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
909,923,928,1021,1021,989,702,854
0,0,0,0,0,0,0,0
62,89,45,72,69,36,44,82
2,3,4,1,1,0,3,0
2,1,0,2,0,0,0,1
0,0,0,1,1,0,0,1
0,0,0,0,0,0,0,0
0,0,0,1,0,0,0,0
0,0,2,1,0,0,2,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
2,3,2,4,9,8,4,0
0,0,0,0,0,0,0,0
9,11,8,4,8,5,4,8
0,0,0,0,0,0,0,0
0,0,0,1,0,1,0,0
1,1,14,9,5,2,1,3
16,20,3,11,10,7,1,7
45,31,22,27,33,35,25,29
1183,1324,1299,1397,1582,1280,1016,1227
0,0,0,0,0,0,0,0
0,0,0,1,1,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
5,0,2,5,7,2,1,5
49,59,84,91,67,69,47,57
14,24,16,12,16,15,9,30
14,35,14,10,15,23,27,15
110,144,131,159,129,88,63,93
0,0,0,0,0,0,0,0
1,0,0,1,1,0,0,0
11,7,8,6,1,4,2,7
0,0,424,0,0,0,0,0
14,22,12,10,27,25,5,5
8,18,7,14,22,11,10,7
51,85,47,58,59,19,20,68
1942,2298,1883,1721,2845,4833,6447,3230
309,677,451,481,638,303,270,449
553,678,555,805,688,496,403,442
2737,3058,2729,3375,3737,2900,2775,2663
989,915,886,1130,1087,1093,1002,893
0,0,0,0,0,0,0,0
0,1,0,0,0,1,0,0
0,0,0,0,0,0,0,0
386,382,379,430,362,359,204,288
2,0,0,0,1,0,0,2
1,4,0,0,1,0,2,0
0,0,0,0,0,0,0,0
21,22,13,27,36,21,30,21
601,652,438,752,448,540,510,470
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
1547,1573,1609,1915,1994,1901,1228,1662
1292,1131,895,1205,912,1046,825,811
0,0,0,0,0,0,0,0
20,19,26,28,28,16,18,19
0,1,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
1,0,0,0,0,0,0,1
0,0,0,0,0,0,0,0
11967,8706,11507,6850,7547,18328,16130,13635
682,350,517,493,433,937,766,719
1,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,1,3,4,4,6,2,3
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
6,2,1,2,0,0,2,4
0,4,1,0,0,1,3,0
27,14,23,21,25,27,18,19
47,33,33,48,44,35,24,20
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,1
0,0,0,1,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
40,79,49,74,71,64,38,42
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
6,10,7,9,19,12,18,17
11,30,8,3,9,9,8,5
0,0,0,0,0,0,0,0
593,581,535,659,736,600,458,557
938,1098,1073,876,929,964,1271,898
12,5,5,10,37,3,4,8
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
2096,2072,2199,2208,2440,2475,1931,1885
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
3,1,0,0,1,0,1,2
19,11,13,19,14,14,12,22
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
3,4,1,3,8,9,2,5
366,417,371,509,478,399,250,313
0,0,0,1,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,1,1,1,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,1,0,0
0,0,0,0,0,1,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,1,0,1,0,0,0,0
0,0,1,1,0,0,0,0
152,95,182,153,89,82,110,122
