HC16,HC13,HC06,HC03,RRMS18,RRMS16,SPMS10,SPMS03
0,0,0,0,0,0,0,0
54,37,45,84,56,43,57,38
19,12,42,12,19,26,7,8
1,0,0,0,1,0,0,0
220,291,256,406,389,347,210,250
402,413,419,510,420,373,256,314
1,0,0,1,0,2,1,0
7,7,12,19,5,11,5,6
103,153,104,185,147,108,92,132
81,114,121,170,165,110,39,71
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
3281,2803,2702,2618,2225,2784,2539,2120
54,59,81,126,96,68,35,69
416,351,140,303,125,223,142,112
0,0,0,0,0,0,0,0
288,279,293,212,292,241,262,283
2257,2076,2255,2106,2367,2435,2175,2166
0,0,0,0,0,0,0,0
100,119,128,147,151,104,69,105
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
2690,3230,4593,4096,4124,3128,2938,2908
14172,12472,12544,14249,14007,13776,15892,12036
0,0,0,0,0,1,0,0
11,12,18,21,9,6,7,13
0,0,0,0,0,0,0,0
953,1261,1080,1447,1348,1160,965,974
345,410,410,480,516,412,333,345
33,35,29,30,41,50,40,31
123,89,117,87,106,107,99,103
0,0,0,0,0,0,0,0
0,1,0,0,0,0,0,1
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
1417,1255,1414,2025,1398,1192,917,1004
339,417,391,438,504,383,352,423
0,0,0,0,0,0,0,0
20,12,9,20,31,15,4,21
0,0,0,0,0,0,0,0
1,2,9,1,3,5,0,5
6,15,12,2,11,1,7,7
0,0,0,0,0,9,0,3
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
920,976,956,1227,1195,868,792,915
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,1,0,2,0,0,2,0
904,1000,1243,1480,1156,811,646,805
1,8,6,6,1,4,1,1
0,0,0,0,2,0,0,0
0,0,0,0,0,0,0,0
1,1,2,0,2,1,1,0
221,257,206,301,260,242,253,195
159,167,151,173,166,156,127,143
0,0,0,0,0,0,0,0
2,0,0,0,0,0,1,1
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
6,13,4,6,12,6,4,7
1,0,0,3,0,1,0,1
0,0,0,0,0,0,0,0
4,8,11,7,7,8,4,13
0,0,0,0,0,0,0,0
1,5,4,2,3,4,2,2
0,0,1,1,0,2,1,0
351,123,154,187,245,270,254,324
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,3,1,2,8,0,0,1
0,0,0,0,0,0,0,0
0,0,0,0,0,2,0,0
41,52,77,113,62,30,51,47
10,10,5,7,5,9,3,5
1,4,4,5,2,3,1,6
4,6,5,2,8,5,5,5
0,4,3,5,5,0,4,3
144,122,122,120,133,177,89,184
0,1,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
21,33,17,12,28,10,40,19
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,2,0,0,1,0
0,2,0,0,0,0,0,0
0,0,0,0,0,0,1,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
5,1,0,1,2,1,4,0
107,115,148,180,167,113,89,114
9,6,12,13,15,9,10,16
141,138,146,181,226,144,114,146
0,0,0,0,0,0,0,0
3,0,3,6,0,0,2,2
0,0,0,0,0,0,0,0
28,10,6,44,50,46,21,8
19,19,9,26,18,5,5,103
0,0,0,2,0,0,0,0
0,0,0,2,0,0,0,0
5,13,9,8,19,7,12,14
0,0,0,0,0,0,0,0
1,2,0,3,2,3,0,0
4,1,4,2,3,2,1,1
2,0,2,4,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
47,32,29,17,35,55,51,16
0,0,0,0,0,0,0,0
1145,1178,1077,1243,1293,1552,1546,1188
5,1,1,3,0,6,2,1
30,20,16,18,21,22,23,28
6,1,2,7,5,2,9,4
68,64,46,57,52,45,55,40
0,0,0,0,0,0,0,0
0,1,1,3,3,0,1,0
0,0,0,0,0,0,0,0
0,4,3,31,15,4,7,12
1,0,1,0,2,0,0,0
0,0,0,0,0,0,0,0
12,20,14,49,9,14,15,16
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
34,23,102,33,7,9,11,18
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,6,0,6,2,6,2,4
154,119,146,224,141,122,77,114
0,0,0,0,0,0,0,0
1236,2131,2079,2631,2204,1882,750,1117
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
353,339,401,530,497,405,277,322
4,3,0,0,2,0,1,1
3,0,3,3,0,0,0,2
0,0,0,0,1,1,0,0
0,0,0,0,0,0,0,0
0,0,0,1,0,0,0,0
3557,4372,3159,3516,5264,4600,6326,4192
0,1,2,0,1,1,1,4
2,3,1,3,3,2,0,1
1,1,0,0,0,0,0,0
0,0,0,0,0,0,0,0
2,7,3,6,2,1,0,4
0,0,0,0,0,0,0,0
0,1,0,0,0,2,0,0
0,5,2,1,2,3,2,0
1,4,0,0,3,0,0,2
2,7,2,1,1,0,0,0
601,734,839,905,880,710,541,713
1,2,0,0,2,8,0,0
3618,5876,3959,3170,3562,4781,8880,8397
7,12,13,11,12,20,7,3
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
5013,3502,3655,4075,4889,5587,4299,3802
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
1245,1373,1478,1899,1505,1346,863,1143
226,303,349,346,401,245,221,262
3,6,3,4,2,1,0,2
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
1,1,1,0,1,0,2,0
0,0,0,0,0,0,0,0
0,3,2,0,0,0,0,2
935,1030,938,1342,1220,935,828,899
6717,6897,5494,6464,6965,7750,7783,6916
0,0,1,0,1,0,0,0
2511,2612,2810,3257,2955,2386,1564,2093
0,0,1,0,0,2,0,1
0,0,0,0,0,0,0,0
0,0,0,0,3,0,0,0
9,15,2,9,10,7,4,4
197,183,133,196,184,127,155,202
0,0,0,0,0,0,0,0
2290,2840,2265,2924,2564,1991,2166,2450
28,24,22,33,13,17,51,14
0,0,0,0,0,0,0,0
2,1,0,3,7,2,0,4
1,0,0,2,4,1,0,0
32,32,33,33,26,32,15,13
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
1,0,0,1,1,0,1,0
199,362,216,255,364,270,319,254
62,111,100,132,94,73,53,88
449,473,462,556,602,512,387,417
0,0,0,0,0,0,0,0
5487,6098,5716,7408,6325,5178,4809,4681
0,0,0,0,0,0,0,0
62,78,47,79,69,64,30,32
0,0,0,0,0,0,0,0
12567,12808,13646,12633,15236,14206,12635,13056
4,0,0,0,0,4,0,2
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
3,0,0,0,0,2,0,0
0,2,0,6,3,1,2,2
0,0,0,2,0,0,0,0
330,370,378,482,463,334,294,335
0,0,0,0,0,0,0,0
0,0,0,1,0,0,0,0
15,10,10,12,6,18,14,9
0,1,0,1,1,0,0,1
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
4,0,1,0,1,2,1,3
0,1,2,1,0,0,0,4
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,7,1,2,1,0,0,0
1,4,0,3,7,0,2,0
22,8,15,15,4,4,7,5
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,1,0
200,232,314,302,324,234,179,261
159,182,249,291,277,206,167,162
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
61,66,38,47,35,51,43,36
132,65,77,69,52,157,222,189
15,14,4,22,10,10,6,7
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
40,44,35,44,44,24,11,22
66,94,89,78,87,72,32,55
0,0,0,0,0,0,0,0
815,1484,535,678,712,667,1049,836
0,1,0,0,0,0,0,0
7946,9734,10104,7620,6685,7571,8760,9787
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
1,1,2,2,2,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,1,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
121,144,110,112,144,132,117,124
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
1,0,0,0,1,0,0,0
0,0,0,0,0,0,0,0
2168,2531,2034,2882,2557,2239,1650,1852
274,244,294,353,337,213,205,239
0,0,0,0,0,0,0,1
2,1,3,0,1,0,0,1
1,2,0,1,1,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
989,1048,1162,1272,1252,885,570,956
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
6,12,13,11,12,14,6,9
28,22,23,34,28,15,22,24
1,2,3,6,1,4,1,0
0,0,0,0,0,0,0,0
27,44,42,45,40,37,31,36
1,2,0,1,3,2,0,1
0,0,0,0,0,1,0,0
0,0,0,0,0,0,0,0
678,894,690,980,782,795,397,428
8,4,12,12,4,7,4,3
3,1,0,1,1,0,2,1
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
673,543,873,687,1067,1057,570,579
4,6,2,0,3,0,1,1
0,0,0,0,0,0,0,1
0,2,0,0,0,0,2,2
193,204,233,239,274,220,108,187
0,0,2,0,0,0,0,2
358,362,411,426,471,442,342,443
1148,1634,1423,995,3078,2719,1843,3568
0,0,0,0,0,0,0,0
380,454,394,488,364,424,661,415
0,0,0,2,0,0,0,2
1081,1087,1132,1252,1115,975,1013,976
953,770,908,1282,1029,839,559,719
0,0,0,2,0,0,0,1
1,1,0,0,0,0,0,0
0,0,0,0,1,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
79,79,61,113,105,102,70,65
380,344,433,615,644,442,219,267
74,49,56,95,86,85,34,39
0,0,0,0,0,0,0,0
11,19,21,35,40,21,12,17
161,179,183,229,214,207,59,128
0,0,0,0,1,0,0,0
0,0,0,0,0,0,0,0
2,0,0,1,2,3,2,0
2,0,0,0,0,0,0,0
2,12,3,5,6,7,0,2
8,7,9,13,6,15,8,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
2106,1970,1854,2399,2055,2006,1314,1505
1468,3664,2960,2333,4242,4316,4325,5649
1392,1680,1779,979,1636,1645,1452,1289
370,422,527,431,480,342,197,333
482,377,521,339,411,491,438,488
0,0,0,0,0,0,0,0
128,218,176,181,233,166,90,158
0,0,0,0,2,0,0,0
0,0,0,1,0,0,0,0
0,1,0,0,1,0,0,0
0,0,0,2,0,0,1,3
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
1380,1300,1158,1607,1565,1346,1019,1161
0,0,0,0,0,0,0,0
1,0,1,0,2,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,2,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
325,467,432,562,493,387,288,339
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
132,90,113,203,23,42,40,67
206,136,132,285,37,73,54,84
1,3,0,2,4,0,0,0
29,49,30,42,46,19,11,15
25,24,43,34,10,15,18,8
0,0,0,0,0,1,0,0
0,0,0,0,0,0,0,1
0,0,0,0,0,0,0,0
1,0,5,4,1,0,0,0
0,0,0,0,0,0,0,0
0,0,0,1,0,0,0,0
5,6,1,4,6,3,2,7
0,0,0,0,0,0,0,0
551,618,638,818,779,719,385,509
283,292,462,426,378,324,174,232
0,0,0,0,0,0,0,0
204,243,295,325,285,199,169,197
73,88,108,130,120,107,123,60
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
78,106,125,138,106,82,78,88
0,0,1,2,0,1,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
596,641,776,983,746,486,388,490
52,53,67,38,48,60,42,44
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,1,0,0,0,0
5,1,2,1,1,1,2,3
302,298,343,448,444,362,306,361
18,28,13,45,21,20,10,3
26,33,43,25,41,22,14,21
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,2
46,49,86,53,24,22,23,32
101,62,147,76,28,32,15,54
629,680,583,936,802,663,398,470
0,4,2,1,0,5,0,3
8,8,11,6,14,9,41,8
2,2,4,3,5,5,1,2
4,5,0,0,0,3,0,4
46,65,70,158,80,92,30,34
15,25,49,23,68,22,13,6
0,0,0,0,0,0,0,1
2,0,0,1,0,0,0,0
1,6,13,8,6,5,1,1
0,0,0,0,0,0,0,0
20,10,17,23,30,16,31,11
3644,12513,4587,5629,5134,3500,4186,5086
65,323,76,85,151,90,59,113
1,1,0,0,0,2,0,1
8,55,4,15,6,8,9,13
2163,1837,2489,2031,2246,2223,2054,1818
1345,2619,1808,1340,2027,1315,1289,1791
448,1447,558,574,650,457,375,565
0,0,1,0,0,1,0,0
0,3,2,1,1,5,0,1
16,31,51,33,44,35,12,26
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
65,109,91,118,133,87,48,108
0,0,0,0,0,0,0,0
6087,8127,6584,5648,6046,5757,5927,6496
40002,34066,32809,36967,38248,38681,43569,40729
36,20,19,23,34,26,26,20
0,0,0,0,0,0,0,0
778,1035,957,1197,1191,1003,701,786
1,2,0,3,1,2,1,2
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
728,667,640,607,649,843,919,666
0,0,3,0,0,0,0,2
0,0,0,0,0,0,0,1
213,219,249,252,227,225,182,246
0,0,0,0,0,0,0,0
1129,1322,1212,1484,1343,1203,685,1085
151,17,8,38,19,17,7,11
287,386,343,391,497,331,290,297
0,0,0,0,0,0,0,0
0,0,0,0,0,0,1,0
1,0,0,1,0,0,0,0
146,149,107,124,139,81,99,116
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
36,43,17,28,29,15,45,26
0,0,0,0,0,0,0,0
222,216,312,371,311,208,138,220
8006,9078,11271,11161,10757,10809,7404,7901
0,1,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,4,0,2,1,1,3,1
10,18,14,12,8,11,3,8
0,2,0,2,0,2,1,2
0,0,0,0,0,0,0,0
60,68,68,92,91,94,61,68
0,0,2,0,0,0,0,0
4,5,5,6,3,2,5,4
0,0,0,0,0,0,0,0
10,25,11,21,12,14,7,14
0,0,0,0,0,0,0,0
2,0,0,3,0,7,1,0
4,8,2,9,6,5,3,12
0,2,0,0,0,0,0,0
0,0,0,1,0,0,1,0
2,2,0,1,2,0,0,0
0,0,0,0,0,0,0,0
8,7,3,15,13,10,4,6
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
265,349,290,410,367,267,173,247
1400,1241,1128,1732,1429,1587,1605,1125
3,8,7,12,14,15,9,19
41,60,23,59,53,58,40,33
4,3,7,6,7,3,18,4
0,0,1,0,1,0,0,1
222,212,205,265,263,229,212,161
0,4,2,0,2,0,2,1
0,0,0,0,0,0,0,0
187,145,219,86,94,162,173,185
0,1,1,0,0,0,2,0
203,178,214,246,176,141,144,160
305,508,270,320,322,311,327,356
1,1,1,18,5,5,1,4
7,12,12,5,8,8,5,9
0,0,0,2,0,0,0,0
2,2,1,2,3,1,0,3
65,64,57,106,146,36,32,28
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
33,35,29,19,34,20,32,24
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
258,343,338,415,341,301,282,233
6,3,11,16,29,11,7,24
2,2,13,2,8,2,7,5
58,50,31,65,47,72,65,46
1421,1615,1374,1526,1553,1463,1351,1545
472,497,458,639,533,463,346,389
0,0,0,0,0,0,0,0
0,0,0,3,0,0,0,1
0,0,0,0,0,0,0,0
24,24,12,31,26,10,13,18
360,507,374,573,524,418,349,459
0,0,1,0,3,2,0,1
7,7,36,67,22,13,13,63
149,193,191,182,214,193,163,200
2486,2929,3122,3480,3786,2860,2506,2371
8925,8498,8892,8854,10389,10615,8357,7972
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
370,392,338,368,382,366,369,486
710,569,725,383,202,532,331,757
2,5,3,6,6,6,2,1
5,11,5,9,7,6,3,2
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
7731,7333,8313,6744,9061,9764,8387,8431
0,0,0,0,0,0,0,0
3,0,3,2,2,1,0,1
0,0,0,0,0,0,0,0
2,0,0,2,0,1,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
1092,1090,1319,1149,1400,1195,777,1118
122,152,97,123,116,123,128,129
0,0,0,0,0,0,0,0
31,269,60,103,60,119,236,62
15,69,16,59,43,42,69,68
6,13,7,9,14,4,14,4
85,189,89,126,157,107,124,113
0,0,0,0,0,0,0,0
0,1,0,1,0,1,1,0
0,0,0,0,0,0,0,0
23,144,15,62,33,48,135,32
0,0,1,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,1,0,2,0,0,0
1571,1471,1448,1797,1990,2036,1404,1619
20,16,28,23,25,33,25,18
0,0,0,0,0,0,0,3
64,75,94,104,113,60,65,69
0,2,2,1,1,1,2,6
0,0,0,0,0,0,0,0
2773,2494,2614,2135,2847,3508,4253,3342
1,1,0,0,0,2,0,0
5,4,6,10,3,12,2,1
0,0,0,0,0,0,0,0
7,2,3,9,1,12,0,6
15,39,50,42,25,23,15,25
5,10,0,9,5,9,7,9
0,0,2,0,0,0,0,0
0,0,0,0,0,0,0,1
1,0,0,0,0,0,0,0
1,1,0,0,1,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,2,0,0
233,279,312,527,235,236,170,195
7,15,18,13,17,9,13,9
0,1,2,3,1,0,2,1
0,0,0,0,0,0,0,0
3,4,1,8,0,2,1,2
1,1,0,0,0,0,1,1
296,309,388,511,580,306,259,408
45,42,38,63,45,26,30,30
0,0,0,1,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,1,0,0,0
0,0,0,0,0,0,0,0
825,929,1063,1362,1121,988,955,780
474,630,490,387,583,625,743,685
16094,17671,16147,10586,18807,20513,20100,19802
0,0,0,0,0,0,0,0
4,7,9,12,3,7,2,5
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,1,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
296,527,192,161,288,227,296,288
0,3,0,1,1,0,0,1
11,5,11,5,19,6,3,8
156,164,119,133,172,171,156,162
2672,2522,2287,2183,2665,3064,3401,2816
34,30,21,37,29,38,25,10
0,0,0,0,0,0,0,0
458,432,384,518,475,427,325,366
170,189,152,234,209,157,320,102
17,16,15,396,11,25,3,6
148,30,201,71,141,97,98,12
18,27,5,26,26,48,8,17
19,22,11,13,6,11,7,18
16,102,14,39,29,15,27,16
0,0,0,0,0,0,0,0
1873,2168,1770,2039,1973,2019,2092,2050
9,14,19,19,18,18,12,6
0,0,0,0,0,0,0,0
8,0,5,1,13,7,0,5
0,0,0,0,0,0,1,0
0,0,0,0,0,0,0,0
479,603,582,819,755,581,494,598
539,628,544,772,606,456,284,482
0,0,0,0,0,0,0,0
0,4,1,0,0,0,1,1
3,0,0,4,3,0,0,0
449,440,270,346,594,655,528,484
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,2,0,2,0,0,0
0,0,0,0,0,0,0,0
0,0,2,2,1,1,2,0
0,0,0,0,0,0,0,0
745,728,696,755,737,649,661,635
4,6,1,11,2,3,4,6
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,1,0,0,0,0,0
0,0,0,0,0,0,0,0
198,242,236,243,287,220,204,216
0,0,0,0,0,0,0,0
91,96,81,134,173,151,140,111
0,0,0,0,0,0,0,0
9,13,12,45,35,9,6,18
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,3,3,0,0,0,0
1869,2368,2194,2420,2701,2038,1225,1493
0,0,0,2,0,0,0,0
203,252,276,287,245,169,107,191
4,1,4,1,0,0,2,1
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,1,3,0,0,0,0
0,1,0,0,0,0,0,0
0,0,0,0,0,0,0,0
14,17,28,24,17,21,16,14
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
14,30,16,36,17,26,10,15
0,0,0,0,0,0,0,0
64,65,88,75,81,87,46,51
1334,1573,1508,1680,1723,1473,1113,1203
0,0,0,0,1,0,0,0
3,4,3,3,3,10,10,7
40,39,28,77,30,29,16,37
74,64,58,67,90,52,26,42
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
224,206,268,231,232,231,161,223
0,0,0,0,0,1,0,0
0,0,0,0,0,0,0,0
0,0,0,0,1,0,0,0
13,10,12,16,14,14,6,5
3,4,3,7,4,6,0,7
2,1,3,1,3,1,0,1
0,1,0,0,0,3,0,3
0,0,0,0,0,0,1,0
0,0,4,1,0,3,1,1
0,0,0,0,0,0,0,0
3,7,4,1,4,0,3,11
41,52,38,47,50,46,31,38
3,2,4,9,2,6,2,6
0,2,1,0,0,2,0,0
24,24,63,50,46,27,15,14
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,1,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
3,5,2,5,4,4,8,4
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,1,0,0,0,0
0,0,0,0,0,0,0,0
3,7,1,3,2,6,2,4
0,0,0,0,0,0,0,0
0,1,0,0,0,0,0,0
0,0,0,0,0,0,0,0
3,4,3,2,11,2,1,4
0,0,0,0,0,0,0,0
0,0,2,0,1,1,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,4,1,2,0,1,1
13,9,1,7,2,3,5,1
0,0,0,0,0,0,0,1
0,0,0,0,0,0,0,0
1,0,0,2,1,2,1,1
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,1,0,0,0,1,0,1
2,1,1,0,1,0,0,0
196,220,174,257,247,182,124,168
0,0,0,0,0,0,0,0
0,0,0,1,0,1,1,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
7,18,29,21,19,20,10,21
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
1,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
2,0,0,1,0,0,0,0
38,61,48,36,45,65,8,53
83,96,101,142,139,94,58,89
3,9,8,9,5,2,5,2
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,5,3341,2,0,1120,1717
0,0,0,0,0,2,1,0
0,0,0,0,0,0,0,0
28,26,24,83,30,14,33,16
29,28,26,133,41,31,26,28
0,6,2,2,2,1,6,2
3,4,7,17,11,3,7,7
0,0,0,0,0,0,0,3
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,1
0,1,4,4,5,7,1,5
1,8,4,10,9,9,1,12
0,0,0,0,0,0,0,0
2,0,3,5,9,0,0,7
493,620,623,628,735,523,555,555
1077,1124,1058,1448,1183,1081,871,1066
0,0,0,0,0,0,0,0
4262,3642,4403,3400,4746,2515,4612,4971
1194,1538,1396,1718,1662,1520,1301,1326
0,0,0,0,0,0,0,0
0,0,2,2,0,1,0,1
0,0,0,0,1,0,0,1
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
1059,1116,1039,1493,879,962,739,871
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
2259,2730,2373,3506,2977,2465,2198,2232
0,0,0,0,0,0,0,0
5,7,7,6,5,4,1,12
0,0,1,0,0,0,0,0
0,0,0,0,0,0,0,0
0,1,2,1,4,2,0,1
0,0,0,0,0,0,0,0
0,1,0,0,0,0,0,0
0,0,0,0,0,0,0,0
30,26,7,10,22,37,17,26
1,2,0,0,3,2,0,2
3,0,1,4,6,7,2,3
1366,1104,1312,775,783,1576,1821,1569
2237,2168,2172,3163,2550,2271,1549,1774
0,3,0,1,5,1,0,0
331,335,209,303,247,299,305,455
0,0,2,1,0,1,0,1
0,0,0,0,0,2,0,0
0,0,0,1,0,1,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
419,539,479,594,490,539,335,346
5,0,6,2,2,4,2,0
897,910,746,777,972,981,1162,851
0,1,1,0,2,6,0,7
7,5,1,6,8,4,2,5
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
37,23,23,27,46,60,39,30
0,0,0,0,0,0,0,0
1,0,0,0,0,1,0,0
0,0,0,0,0,0,0,0
0,11,1,3,6,3,0,3
1,3,0,1,2,1,3,1
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
19,24,7,20,28,28,25,8
26,32,11,17,29,44,35,21
0,0,0,0,0,0,1,1
8856,9260,8363,9596,9705,9156,7455,7412
59,65,45,79,61,42,41,43
0,0,0,0,0,0,0,0
1,3,0,0,0,0,1,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
256,230,365,205,212,236,267,270
12,19,12,16,15,11,9,18
0,1,3,2,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,2,0,0,0,0
0,0,0,1,0,0,0,0
27,26,27,27,29,18,14,16
1864,1909,1866,2399,2117,1855,1496,1743
0,0,0,1,3,1,0,1
0,0,0,0,0,2,0,0
14,17,12,30,15,13,6,12
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
14,6,19,18,20,8,4,2
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
2,2,0,0,3,0,0,2
0,0,0,0,0,0,0,0
0,0,0,2,0,0,0,0
0,0,0,0,0,0,0,1
6,3,0,3,3,3,3,1
0,0,0,0,0,0,0,0
4,3,1,3,1,2,1,1
5,3,4,1,0,3,2,2
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
150,248,223,338,363,271,101,212
1220,1360,1729,1757,1845,1333,1239,1276
