,logFC,logCPM,LR,PValue,DE,FDR
11392,2.99772316743785,-2.05928380295716,3.96650146230903,0.0464141114883244,0,1
3167,4.39412097291363,-2.54961500193491,3.96041110668848,0.0465823255779298,0,1
22324,4.39412097291363,-2.54961500193491,3.96041110668848,0.0465823255779298,0,1
8336,0.881661635135221,-0.260433935669736,3.94015223212051,0.0471465108409042,0,1
12640,4.3277179925635,-2.53646335913682,3.93968799828912,0.0471595233295496,0,1
5896,-4.36990919147817,-2.52879512481775,3.93104685504694,0.0474024275288913,0,1
7778,-4.3887820098772,-2.53287341968865,3.92860368560017,0.0474713445290508,0,1
17892,-1.74269113487184,-1.5955414361113,3.92699856072483,0.0475166794631791,0,1
20748,0.883894371416819,-0.268399823775533,3.92339843250785,0.0476185271801728,0,1
10490,1.23955982024071,-1.1332200724086,3.90621189675317,0.0481079187404854,0,1
20877,-4.31345615198638,-2.48785279402098,3.89173776018549,0.0485241910384976,0,1
4381,4.35674945200175,-2.55467773708536,3.88331292877856,0.0487682359828594,0,1
21074,4.2524503915071,-2.51987775530584,3.88224001230763,0.0487994084082962,0,1
4164,-1.24655333188916,-1.15176550244284,3.85306499420065,0.0496551724237138,0,1
8678,4.26056938204773,-2.52981714142638,3.85213273406166,0.049682777508028,0,1
16635,1.38498532418784,-1.33272055732036,3.84013815572251,0.0500393979099056,0,1
9897,-4.32968712695815,-2.53892942698459,3.83691664833485,0.0501356391745433,0,1
692,4.21312536883918,-2.52363882797919,3.82465126949053,0.0505038564924857,0,1
14138,-4.20120229563413,-2.49733264676625,3.81963759404537,0.0506551933857846,0,1
21300,2.09826166426488,-1.80676755329457,3.80789414020874,0.0510115470600379,0,1
7064,4.24382019753242,-2.5364757699298,3.80335343193332,0.0511500440059714,0,1
14097,-0.710810242484446,0.823343830984957,3.79953895824695,0.0512666972515402,0,1
9518,-4.3402955181317,-2.54837815097146,3.79605126821236,0.0513736031199025,0,1
20003,-4.18077733880747,-2.4980730222303,3.79135605293957,0.0515178949572041,0,1
2387,-4.3390404649272,-2.54941005753663,3.78706409924904,0.0516501689254763,0,1
21980,1.79420110965016,-1.65637020053901,3.77628873454152,0.0519838412406877,0,1
18420,1.30177941940249,-1.24546063349942,3.77567412083781,0.0520029421232478,0,1
20853,-2.90036744705776,-2.05217826756482,3.77312496047957,0.052082243895171,0,1
20955,-1.77780895640554,-1.60313089564899,3.7476645305056,0.0528813507414855,0,1
18806,4.23064763296618,-2.53940417609093,3.7449136568555,0.0529684639048146,0,1
2065,-4.32153194389537,-2.55450408868532,3.74330547810326,0.0530194611913714,0,1
9091,-4.32153194389537,-2.55450408868532,3.74330547810326,0.0530194611913714,0,1
18375,4.28003720631379,-2.5631320275492,3.73785300649195,0.0531927529153804,0,1
3149,1.75000164871585,-1.63931005311903,3.73241437555109,0.0533662023298276,0,1
20219,4.21643778349428,-2.54447521125595,3.70716801036957,0.054179243072409,0,1
20891,-4.16078263952418,-2.51425794288036,3.70595255184709,0.0542187156373975,0,1
21218,-1.99125599129913,-1.75902381308718,3.69938710915302,0.0544324588793319,0,1
12009,-0.879703493822489,-0.298052633576955,3.69915040722606,0.0544401815570806,0,1
12330,1.9307814240929,-1.73139821672103,3.68631554318354,0.0548606776083479,0,1
13142,4.26203194198258,-2.57339515810032,3.67897213435178,0.0551028097232205,0,1
370,-4.2946777732671,-2.5621582980298,3.67717932112787,0.0551620955401756,0,1
2213,4.20207777773604,-2.54955098605503,3.66923067614668,0.0554257619202092,0,1
10629,-4.23544694415681,-2.55139028807471,3.66153581897,0.0556822832889049,0,1
6502,4.28428289064102,-2.58365769594037,3.65869439425624,0.055777325168197,0,1
21864,-2.30826986506102,-1.87850620626971,3.65190053351984,0.0560052690575811,0,1
12683,1.08433746123883,-0.967001661802634,3.64221408649105,0.0563319739215032,0,1
14591,-4.23882741130984,-2.53498442104519,3.63220317738123,0.0566717481726365,0,1
1218,4.21673789097192,-2.57335347724556,3.61227613716296,0.057354571145344,0,1
12846,4.21673789097192,-2.57335347724556,3.61227613716296,0.057354571145344,0,1
22731,4.19924007374741,-2.56662004695501,3.6114720082099,0.0573823082407742,0,1
21177,-0.85245948219712,-0.30390956557875,3.60997636036108,0.0574339360245693,0,1
14788,-4.25307790344552,-2.55658535386962,3.60759488268695,0.0575162433033266,0,1
15675,1.64802198414035,-1.54638172920925,3.60402331090475,0.0576399168142957,0,1
21440,-1.84776280295027,-1.70536445613556,3.60361198451598,0.0576541780177912,0,1
404,-4.21266710623244,-2.56007430527594,3.59570419560595,0.057929080835102,0,1
22147,-4.21266710623244,-2.56007430527594,3.59570419560595,0.057929080835102,0,1
1906,4.15094490843154,-2.55293827897726,3.59135953831005,0.0580807088549341,0,1
19778,-2.88159924392408,-2.1040349934896,3.58638587991141,0.0582548066959474,0,1
2217,2.97665386993747,-2.12588759709502,3.582677394901,0.0583849792245564,0,1
22113,2.49612011016867,-1.97822411961912,3.58154652164477,0.05842473577579,0,1
16112,0.734093856290526,0.373886170793813,3.57666205345562,0.0585967830305452,0,1
10161,1.12896980132064,-1.04295728624239,3.57119216324135,0.0587900900667167,0,1
13029,4.24640637360459,-2.59391108080596,3.56447693122614,0.0590283349999938,0,1
11446,1.51575107341967,-1.43160798133595,3.55829636614797,0.0592485179633327,0,1
17706,2.7783884692828,-2.08105231340987,3.55321205820379,0.0594303012870862,0,1
19625,-2.67451426619521,-2.02311377039756,3.54952276822759,0.0595625786507058,0,1
18422,-2.75054559484408,-2.06374317918299,3.54849390931997,0.0595995235951331,0,1
13693,-1.30193747794703,-1.300234487404,3.5392953511495,0.059930916475401,0,1
5662,4.22056063683372,-2.59386462283184,3.53285421249682,0.0601641352179641,0,1
15618,-1.58879177760403,-1.52991083796115,3.52904350178147,0.0603025666303186,0,1
21405,0.826678910338628,-0.222667755016328,3.5242879593203,0.060475796361951,0,1
16943,3.9708723657758,-2.40704337049818,3.52205365580201,0.0605573678916052,0,1
11123,-4.2642035113865,-2.58433568493558,3.51974857698838,0.0606416460449869,0,1
20447,1.41679161634616,-1.42456794705155,3.51398866439344,0.0608527857160887,0,1
13908,-4.09810750758339,-2.54447256526012,3.50872513901839,0.061046413673305,0,1
6712,-4.24692699805926,-2.58534662949362,3.50815929485925,0.061067268241126,0,1
19359,-1.92228030683006,-1.72910372854509,3.49315426164345,0.0616230651788864,0,1
12569,-2.34780269144301,-1.93282434505691,3.4715555198454,0.0624325749446188,0,1
11250,-4.23234628141097,-2.58332500372132,3.46481353463024,0.0626875750956959,0,1
16266,-4.07656224805132,-2.55313776858779,3.44909680237147,0.0632863439673969,0,1
14194,-0.846647823179006,-0.339419694970997,3.44466700556638,0.0634562074159188,0,1
4458,-4.21981621092284,-2.59421845057329,3.43416826011344,0.0638607328949883,0,1
681,-4.21601679478704,-2.58852659044932,3.42370767687466,0.0642665241111983,0,1
11601,-4.21601679478704,-2.58852659044932,3.42370767687466,0.0642665241111983,0,1
12361,-1.66062235690962,-1.62436533826557,3.42267998257631,0.0643065389600697,0,1
20288,-4.06564447659135,-2.55747883053776,3.41907276285213,0.0644472020701522,0,1
16018,2.37976397852055,-1.9427235215901,3.41335271350222,0.0646709280865512,0,1
20611,-4.21915284613705,-2.59735669162951,3.40924079422008,0.0648322678288732,0,1
13732,4.12681831490202,-2.59394382451936,3.40458938777364,0.065015293357435,0,1
18341,-2.85222848292694,-2.11548817909695,3.40420263464894,0.0650305362946508,0,1
4408,-1.74723427811408,-1.64355478022721,3.4032120009991,0.0650695971179449,0,1
3496,0.813386202511354,-0.224306962085148,3.40194828696846,0.065119461887287,0,1
13309,-0.656052897317601,1.07550498550611,3.39792796374396,0.0652783708824962,0,1
943,-4.2059179493163,-2.59866308378739,3.39689816296001,0.0653191417773434,0,1
2034,2.66030117250231,-2.05582830214528,3.39585899740957,0.0653603109871423,0,1
21986,4.20650500359395,-2.61861345303255,3.39140972780548,0.0655368936619971,0,1
18881,4.20017101105235,-2.61690296823832,3.38804258572846,0.0656708673808847,0,1
9839,0.74381029862154,0.259016775304477,3.37677947789241,0.0661211393974708,0,1
7196,-0.742461985525723,0.174952154094015,3.37171043709266,0.0663248622655998,0,1
19731,4.17495040355027,-2.61510484407482,3.36104452536243,0.0667557141721815,0,1
1988,4.10794262685762,-2.60081064066985,3.35194179993302,0.0671257860586276,0,1
21779,4.10794262685762,-2.60081064066985,3.35194179993302,0.0671257860586276,0,1
148,1.40885082891269,-1.45571330524857,3.34362326829624,0.0674658941483767,0,1
13140,-4.17796389316237,-2.6046603084122,3.3396779781111,0.0676278432024061,0,1
22785,1.31938673122284,-1.35620462585677,3.32995247600247,0.0680288401664232,0,1
12911,-4.03228034735409,-2.57053564614545,3.32816709977423,0.068102729694951,0,1
2210,-1.26298262758226,-1.29092732971317,3.31614042169311,0.0686027073444626,0,1
19684,-4.16391601911665,-2.60911782370927,3.30249741455135,0.0691746374666331,0,1
3763,-4.17230898862038,-2.60994360355269,3.29418944382863,0.0695254147812295,0,1
17045,-4.17230898862038,-2.60994360355269,3.29418944382863,0.0695254147812295,0,1
18923,4.14031801725904,-2.62554766818769,3.29097347221336,0.0696617095281687,0,1
14628,-4.12483935983029,-2.58751478864442,3.28849325759989,0.0697670178051168,0,1
5702,4.08825861211681,-2.60638802556159,3.28386628142455,0.0699639319812487,0,1
10694,2.25051707873288,-1.91785706673713,3.27834564452286,0.070199657323539,0,1
7019,3.8620389769156,-2.4439908998708,3.26411670997857,0.0708111478555377,0,1
9252,1.10899164762602,-1.06153201613798,3.26404243803425,0.0708143546314772,0,1
10700,2.86617152610902,-2.1196050697131,3.26289726318575,0.0708638185595173,0,1
13598,4.12881021781492,-2.63258192833466,3.26125702467503,0.0709347304278529,0,1
779,-0.682629347075819,0.626064926901776,3.26096213585073,0.0709474873156764,0,1
3219,-1.45936265187296,-1.48818595660434,3.25520363646192,0.0711970932472267,0,1
27,-4.15374146009613,-2.61518314742399,3.25306528365188,0.0712900209925481,0,1
1289,-4.10912648257505,-2.59272225668325,3.25025464872746,0.0714123622725129,0,1
14356,4.07240748836536,-2.61159906148071,3.24337869029324,0.0717126084934416,0,1
20357,-2.86178373224452,-2.13775180940362,3.24331142337425,0.0717155524513334,0,1
19202,2.01097808119428,-1.85518265461223,3.2402035490113,0.0718517109166579,0,1
263,4.09464677500587,-2.63089199840588,3.22363809310156,0.0725821479424686,0,1
916,4.09464677500587,-2.63089199840588,3.22363809310156,0.0725821479424686,0,1
22410,4.09464677500587,-2.63089199840588,3.22363809310156,0.0725821479424686,0,1
6236,-4.10355249589531,-2.6130502145369,3.22055473577041,0.0727189823744832,0,1
19593,2.24862276394709,-1.92450738813939,3.21466524348705,0.0729811182068027,0,1
4768,-4.12305877189919,-2.61231869324521,3.21193255894682,0.0731030915918779,0,1
17408,1.12029566500542,-1.15980580404139,3.20154912600417,0.0735685545278998,0,1
2568,-2.8383463419238,-2.1260706456888,3.19783019600259,0.0737360374305712,0,1
12883,-4.08522021013373,-2.6005469988529,3.19255795660018,0.0739741757204799,0,1
13534,1.13302156991835,-1.16898815828346,3.19129781854548,0.0740312162222055,0,1
6389,-4.0655763701635,-2.59900150766455,3.1745592783555,0.0747933873399512,0,1
15780,-4.0655763701635,-2.59900150766455,3.1745592783555,0.0747933873399512,0,1
6776,4.08413696052287,-2.64664495452585,3.16688895890991,0.0751454587895388,0,1
13788,-4.05752107014751,-2.60161262124409,3.15546287144597,0.0756732276851566,0,1
15388,-4.05752107014751,-2.60161262124409,3.15546287144597,0.0756732276851566,0,1
4619,-2.27987360542846,-1.95500452036109,3.14252055794508,0.0762758466956632,0,1
17684,1.06654989520929,-1.06098572945088,3.13898211657663,0.0764414999283528,0,1
887,-1.21749772294144,-1.29531055845009,3.12418929053841,0.0771382319878825,0,1
15822,-0.916839176626259,-0.736131428650393,3.12313793975654,0.0771880092095251,0,1
7402,1.04468952836881,-1.0453314118829,3.12182991676023,0.0772499870706454,0,1
18351,4.04172511299679,-2.64662573969336,3.1187774012889,0.0773948323217846,0,1
18684,1.21001201864641,-1.29942722099555,3.11857460939446,0.0774044653678941,0,1
3420,4.01488931629242,-2.63610319340951,3.11817243503757,0.077423573321121,0,1
4148,1.24361868362816,-1.34490582072276,3.1153143985726,0.0775595095270532,0,1
4175,-3.97473481547859,-2.60591968830332,3.1104183796817,0.0777929750603403,0,1
9899,3.98712340576838,-2.62558939737751,3.11032921801706,0.0777972337192053,0,1
5810,3.78015711589868,-2.46363889477168,3.1064104173864,0.077984656811665,0,1
8585,4.05904066987588,-2.65722242229975,3.10586395813802,0.0780108307100479,0,1
12824,4.05904066987588,-2.65722242229975,3.10586395813802,0.0780108307100479,0,1
9306,-3.98454726849987,-2.6096046764614,3.10293538832177,0.0781512623880638,0,1
1394,-4.10104895091073,-2.64421296314436,3.10098792542001,0.0782447983603006,0,1
8736,-4.10104895091073,-2.64421296314436,3.10098792542001,0.0782447983603006,0,1
10940,0.887116355838243,-0.682266696276408,3.09278821587942,0.0786399517170163,0,1
17576,2.10207345734203,-1.88545374203274,3.09227148630322,0.0786649253723338,0,1
7585,4.01754705671831,-2.64672481241048,3.0848057378971,0.0790267013743029,0,1
13214,4.01754705671831,-2.64672481241048,3.0848057378971,0.0790267013743029,0,1
732,0.650817048943619,0.648564505659716,3.0819317078049,0.0791664487650799,0,1
17929,2.46511328078402,-1.95969810780397,3.07956133079761,0.0792819067441797,0,1
4317,-3.96281894868935,-2.61037897993523,3.07854635671439,0.0793314002638519,0,1
10782,-3.96281894868935,-2.61037897993523,3.07854635671439,0.0793314002638519,0,1
7436,-4.08749284579049,-2.64317345771469,3.07486302057888,0.0795112917870866,0,1
13120,-4.07982774515883,-2.64956614679398,3.06262496587288,0.0801121529998362,0,1
15518,1.71609514433809,-1.65776228844689,3.06088547112079,0.0801979547771808,0,1
978,2.62969296519323,-2.09182338735891,3.05633388174084,0.0804229341205223,0,1
1073,-3.95081894466513,-2.61484400479707,3.04881797128025,0.0807959269569251,0,1
5554,3.95448723449121,-2.63605909997769,3.04659360749671,0.0809066730724622,0,1
16996,-2.88531851390229,-2.17794539977704,3.04062061761183,0.0812048657554783,0,1
7118,0.617395590899822,1.13275544529968,3.03803022567198,0.081334555571783,0,1
3777,3.97445597579748,-2.65017899117434,3.03206753859025,0.0816339316310978,0,1
4806,-4.05811981805069,-2.65492664311947,3.02390549369679,0.0820456628120927,0,1
5018,-4.05975385925573,-2.65120389240114,3.02210540418517,0.0821367689084725,0,1
18267,-4.05975385925573,-2.65120389240114,3.02210540418517,0.0821367689084725,0,1
4582,4.01267436866437,-2.66784882934109,3.02109431746108,0.0821879898944403,0,1
7663,-1.84677580966125,-1.76502520756665,3.01496789029757,0.0824990889521612,0,1
13900,1.26617354935309,-1.35293343430028,3.01489517229324,0.082502789186481,0,1
21448,4.04584913244565,-2.67820681158973,3.00332609290087,0.0830937666593433,0,1
22509,4.04584913244565,-2.67820681158973,3.00332609290087,0.0830937666593433,0,1
