id,RRMS01,RRMS02,RRMS03,RRMS04,RRMS05,RRMS06,RRMS07,RRMS08,RRMS09,RRMS10,RRMS11,RRMS12,RRMS13,RRMS14,RRMS15,RRMS16,RRMS17,RRMS18,RRMS19,RRMS20,SPMS01,SPMS02,SPMS03,SPMS04,SPMS05,SPMS06,SPMS07,SPMS08,SPMS09,SPMS10,HC01,HC02,HC03,HC04,HC05,HC06,HC07,HC08,HC09,HC10,HC11,HC12,HC13,HC14,HC15,HC16,HC17,HC18,HC19,HC20
circ_1,0,0,0,2,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,2,0,3,0,0,0,0,0,0,0,0,0,0
circ_10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,2
circ_100,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
circ_1000,4,5,4,4,2,5,4,0,4,6,9,7,5,3,6,3,5,11,7,4,7,6,2,7,8,3,7,5,14,4,4,6,2,5,3,2,4,0,7,4,9,3,3,11,6,0,3,0,5,5
circ_10000,0,0,0,0,2,0,0,0,2,0,0,0,0,3,0,0,0,0,0,0,2,0,0,2,0,0,4,0,0,0,0,0,0,3,0,2,0,0,0,0,2,0,0,0,2,0,0,0,0,0
circ_10001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0
circ_10002,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
circ_10003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
circ_10004,3,4,4,6,2,2,0,4,6,4,0,7,9,7,3,6,7,7,7,5,4,3,5,6,5,5,7,7,5,4,7,2,3,4,5,2,11,0,2,5,6,16,3,4,0,6,5,5,4,3
circ_10005,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
circ_10006,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0
circ_10007,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
circ_10008,0,6,0,0,3,0,0,0,0,0,3,0,0,0,0,5,0,0,0,0,0,0,0,2,2,0,3,0,0,0,0,0,4,0,0,0,0,0,0,0,2,3,0,4,0,0,0,0,0,0
circ_10009,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,0,0,0,0,0,0,0,0,0
circ_1001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
circ_10010,0,0,0,0,0,0,5,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,2,7,0,0,0,0,3,2,2,0,2,3,3,0,0,0,0,2,0,0,0,0,0,0,3,0,0
circ_10011,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
circ_10012,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
circ_10013,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0
circ_10014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0
circ_10015,0,0,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0
circ_10016,2,2,0,0,0,0,0,2,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,2,4,0,0,0,2,0,0,0,0,3,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0
circ_10017,0,0,0,0,4,0,0,4,0,0,4,2,0,6,0,0,4,0,0,0,6,0,2,7,0,6,0,4,4,3,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,2,4,0,0,3
circ_10018,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,3
circ_10019,2,3,0,4,2,0,0,5,0,0,0,0,4,2,0,2,4,3,0,2,5,9,0,6,0,0,4,0,2,6,2,0,0,4,0,3,2,0,3,3,2,4,3,0,2,2,3,0,0,4
circ_1002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
circ_10020,3,4,2,0,3,0,3,0,9,0,3,0,4,3,3,0,0,4,3,0,4,0,0,0,0,6,0,0,2,0,0,0,0,2,0,0,6,0,0,0,0,0,5,3,2,0,2,0,3,5
circ_10021,0,0,0,0,2,0,0,4,0,2,0,2,2,0,0,0,2,0,0,0,0,3,0,4,3,0,3,5,0,3,2,0,0,0,3,2,0,0,5,0,3,0,0,0,3,0,0,4,0,0
circ_10022,4,8,2,4,2,4,0,8,3,8,5,3,5,0,5,0,4,2,3,0,8,5,3,4,4,0,0,6,2,0,2,2,0,5,2,2,2,0,2,0,4,0,2,3,2,0,2,3,2,8
circ_10023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,5,0,0,0,0,0,0,0,0,3,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
circ_10024,3,0,2,0,4,0,0,3,0,0,0,6,4,0,2,6,4,0,2,0,0,0,0,0,0,0,0,4,0,0,2,3,8,0,0,3,0,0,7,2,2,2,0,0,5,3,0,0,0,4
circ_10025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
circ_10026,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0
circ_10027,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
circ_10028,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0
circ_10029,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
circ_1003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
circ_10030,2,4,0,0,0,0,0,0,2,4,0,0,3,0,0,0,0,0,0,0,3,0,0,2,0,3,0,0,4,0,2,0,0,0,0,4,0,0,2,0,0,0,0,4,0,0,0,5,3,0
circ_10031,0,0,0,0,0,0,0,4,0,3,0,0,0,0,0,0,0,0,0,0,0,3,0,4,2,2,0,0,0,2,0,0,0,0,2,2,0,0,2,2,0,0,0,0,0,0,0,0,0,2
circ_10032,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
circ_10033,0,0,0,2,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,3,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,0,0,2,0,0
circ_10034,5,11,10,13,10,4,11,8,12,12,10,11,11,6,9,10,6,10,5,2,10,0,7,17,13,10,17,4,10,9,7,2,6,4,4,8,8,2,2,10,14,6,5,14,14,8,0,8,4,9
circ_10035,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,4,0,0,0,4,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,2,0,0,0,0,0,0,0,0
circ_10036,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
circ_10037,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0
circ_10038,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,3,0,2,0,0,0,0,0,0,0
circ_10039,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
circ_1004,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
circ_10040,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,4,2,0,0,0,2,2,0,0,3,3,0,2,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
circ_10041,0,0,5,0,4,0,3,2,0,0,2,0,0,0,0,0,0,2,0,0,0,0,0,0,2,0,4,0,0,4,0,3,0,0,2,3,0,0,0,2,0,0,0,4,2,2,0,0,0,0
circ_10042,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
circ_10043,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
circ_10044,0,0,0,0,0,0,0,5,0,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,2,0,0,0,3,4,0,4,2,0,0,0,0,0
circ_10045,4,7,6,6,5,11,8,3,4,7,7,12,9,11,6,3,9,7,3,7,4,7,0,10,7,5,10,10,3,6,5,5,16,7,0,0,3,5,5,8,12,8,6,11,8,2,0,8,8,8
circ_10046,0,0,3,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0
circ_10047,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
circ_10048,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0
circ_10049,6,2,5,2,2,3,4,4,7,2,2,7,12,10,6,0,8,3,6,2,2,6,6,3,5,2,14,2,5,5,0,7,5,9,2,6,5,4,8,3,0,4,4,4,12,4,0,7,4,0
circ_1005,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0
circ_10050,0,0,5,2,4,0,0,3,3,0,0,2,2,0,0,2,0,3,0,0,0,0,0,3,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,4,0,0,2
circ_10051,0,0,0,0,2,0,4,0,0,4,0,0,6,0,5,6,5,3,5,0,0,3,0,6,3,7,4,0,4,4,3,0,3,0,0,0,2,0,0,0,5,0,0,0,5,0,5,0,0,0
circ_10052,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
circ_10053,50,42,36,47,44,51,42,31,41,50,45,44,46,36,34,32,61,48,45,26,41,32,27,83,35,58,90,20,44,35,32,34,41,62,27,45,57,32,29,50,58,57,30,61,40,23,42,34,41,49
circ_10054,0,0,0,0,2,0,0,0,0,0,2,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
circ_10055,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
circ_10056,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
circ_10057,0,0,0,0,0,0,0,2,0,0,0,0,0,0,2,0,3,0,0,0,0,0,0,2,0,2,2,0,0,0,0,2,3,0,0,0,2,0,0,0,8,0,3,0,13,3,0,3,0,2
circ_10058,2,0,7,7,6,2,8,0,5,7,0,0,4,2,0,0,4,0,0,0,2,4,0,9,6,3,5,0,0,0,0,0,2,2,4,2,3,2,0,4,0,6,5,8,2,3,0,0,4,6
circ_10059,4,4,0,0,0,0,2,3,3,3,0,0,0,2,3,4,0,4,0,0,0,0,0,5,0,0,5,0,5,0,2,0,5,5,2,0,4,2,0,4,8,0,0,4,4,0,2,0,3,0
circ_1006,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0
circ_10060,0,0,0,0,0,0,0,0,2,0,0,0,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
circ_10061,0,3,3,0,2,3,0,6,0,0,0,5,0,0,3,5,6,0,0,0,2,0,0,2,3,0,7,2,3,0,4,0,0,5,0,0,0,0,0,0,3,0,0,8,4,0,2,0,0,0
circ_10062,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
circ_10063,0,5,5,0,5,6,5,5,3,7,6,6,4,3,0,6,5,4,6,4,0,2,4,5,6,3,6,2,7,0,0,0,3,4,0,4,4,0,5,0,5,4,0,8,2,3,3,0,5,0
circ_10064,2,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0
circ_10065,0,0,0,6,0,0,10,2,0,0,0,0,0,0,0,4,4,0,3,0,5,0,0,7,4,0,0,0,4,0,0,3,0,4,4,4,0,0,4,0,0,4,0,6,0,0,0,3,0,0
circ_10066,0,3,0,0,0,0,4,0,0,0,0,3,2,4,0,0,0,0,2,0,3,2,3,4,0,0,0,2,0,0,0,0,4,0,3,0,0,0,0,5,0,3,0,2,2,0,0,0,5,0
circ_10067,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
circ_10068,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
circ_10069,3,0,0,4,5,0,3,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,2,0,0,2,0,3,0,0,0,3,0,0,0,0,0,2,0,0,0,0,0,0,0,0,4,0,0,0
circ_1007,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,2,2,0,0,5,0,0,0,0,0,0,5,0,0,0,3,0,4,0,3,0,2,0,0,0
circ_10070,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0
circ_10071,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0
circ_10072,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0
circ_10073,0,0,0,0,2,2,0,4,4,0,0,0,0,0,3,2,0,0,4,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,2,0,0,3
circ_10074,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0
circ_10075,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
circ_10076,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0
circ_10077,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,3,0,0,0,0,0,0,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
circ_10078,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
circ_10079,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
circ_1008,0,0,0,0,2,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0
circ_10080,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0
circ_10081,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0
circ_10082,3,0,0,0,2,0,0,0,0,3,0,2,3,2,2,4,0,3,0,0,4,3,4,2,0,2,3,3,3,0,3,8,0,7,0,4,0,0,0,2,9,0,0,7,2,2,0,0,0,2
circ_10083,0,0,2,0,4,0,3,0,0,0,0,3,0,0,0,2,0,0,2,0,3,0,0,11,0,0,2,0,3,0,0,0,0,3,0,2,0,0,5,0,0,0,3,5,0,0,0,0,0,0
circ_10084,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,4,0,2,0,0,0,0
circ_10085,0,0,0,0,0,3,2,0,0,0,0,0,0,0,0,0,2,0,2,5,0,0,0,0,0,0,0,0,3,0,0,0,3,4,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0
circ_10086,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0
circ_10087,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
circ_10088,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
circ_10089,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,4,0,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0
circ_1009,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,2,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0
circ_10090,2,0,0,0,0,0,3,0,0,0,0,0,0,2,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,2,0,0,0,0,0,0,0,0,2,0,0,0
circ_10091,42,58,29,24,65,70,53,32,47,70,72,93,69,27,51,81,87,62,40,47,56,66,39,71,61,70,83,51,89,41,66,68,69,71,28,62,86,25,60,60,72,73,57,107,50,41,48,41,62,52
circ_10092,9,18,7,10,13,14,13,0,6,15,19,8,5,2,6,9,17,26,10,9,20,17,15,41,16,14,23,7,28,14,21,17,19,17,6,15,13,15,16,7,32,23,18,20,16,9,14,15,17,8
circ_10093,0,0,0,0,0,2,0,0,0,0,0,0,0,3,0,3,0,0,3,0,2,0,0,2,0,5,2,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,0,0,0,0,0,0
circ_10094,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2,0,0,0,0,0,2,0,3,2,0,0,2,2,0,2,0,0,0,0,0,0,0,0,4,0,0,0,3,0,0,0,0
circ_10095,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
circ_10096,0,0,8,2,5,4,0,0,0,0,3,2,0,0,0,0,0,7,0,0,0,4,3,3,0,4,0,0,5,0,3,4,0,2,2,5,3,0,0,0,2,0,4,3,3,3,0,2,3,0
circ_10097,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,0,0,0,0,0,0,2,0,0
circ_10098,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
circ_10099,3,0,2,0,4,0,0,0,0,3,0,2,0,5,3,0,3,0,0,5,4,0,3,0,5,0,6,0,0,5,0,2,0,0,3,5,4,0,0,4,0,0,2,4,0,0,0,0,0,6
circ_101,4,0,0,4,0,0,0,0,2,0,0,0,0,0,6,4,2,3,0,0,0,0,0,3,0,0,0,0,0,3,0,3,5,6,4,4,2,2,0,3,5,0,0,7,0,0,0,0,4,0
circ_1010,6,11,9,5,2,6,5,8,9,19,9,12,18,10,5,7,6,11,0,4,13,7,6,7,8,14,16,9,8,6,6,3,4,14,8,14,2,7,3,6,7,8,8,10,7,8,5,8,7,9
circ_10100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0
circ_10101,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
circ_10102,0,0,0,0,0,0,0,2,3,0,0,0,0,0,0,3,2,0,4,2,0,0,0,0,0,0,2,0,0,0,6,0,0,5,0,0,0,0,0,0,5,0,2,0,0,0,3,2,0,0
circ_10103,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
circ_10104,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0
circ_10105,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
circ_10106,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
circ_10107,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0
circ_10108,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0
circ_10109,0,2,4,6,4,11,12,8,7,15,9,3,8,13,11,6,14,11,9,9,8,7,0,9,9,3,13,6,8,13,4,5,3,10,3,7,4,0,0,6,6,7,3,6,9,5,0,5,4,10
circ_1011,25,35,28,23,29,35,44,57,43,35,42,41,45,51,31,35,32,32,37,31,36,27,12,68,46,39,54,32,32,29,17,29,17,34,21,30,55,32,24,27,32,37,23,48,30,7,16,28,30,35
circ_10110,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
circ_10111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,4,0,0,2,0,0,0,0,0,0,2,3,0,0,0,0,2,0,0,0,0,0,2,2,2,0,0,0,0,0
circ_10112,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
