,HC16,HC13,HC06,HC03,RRMS18,RRMS16,SPMS10,SPMS03
8887,0,0,0,0,0,0,0,0
8888,103,119,88,155,112,87,89,65
8889,0,0,0,0,0,0,0,0
8890,0,0,0,0,0,0,0,0
8891,44,53,27,60,50,48,28,44
8892,0,0,0,0,0,0,0,0
8893,4470,3856,3727,3554,4286,5422,4963,4472
8894,10,4,4,7,4,4,5,5
8895,0,0,0,0,0,0,0,0
8896,0,0,0,0,0,0,0,0
8897,0,0,0,0,0,0,0,0
8898,1,3,0,3,0,0,0,0
8899,0,1,0,0,1,2,0,0
8900,0,0,0,0,0,0,0,0
8901,0,0,0,0,0,0,0,0
8902,0,0,0,0,0,0,0,0
8903,0,1,0,0,0,0,0,0
8904,0,0,0,0,0,0,0,0
8905,0,0,0,0,0,0,0,0
8906,1,0,0,0,0,0,1,0
8907,1,0,0,0,0,0,0,0
8908,0,0,0,0,0,0,0,0
8909,0,1,0,1,0,0,0,0
8910,0,1,0,0,0,0,0,0
8911,1,0,0,0,0,0,0,0
8912,0,0,0,0,0,0,0,0
8913,0,0,0,0,0,0,0,0
8914,0,0,0,1,3,0,0,0
8915,6,4,4,5,13,2,2,7
8916,0,0,0,0,0,0,0,0
8917,2,0,1,3,2,0,0,1
8918,0,1,0,0,0,0,0,0
8919,1,0,0,0,3,0,0,0
8920,0,0,0,0,0,0,1,0
8921,0,0,0,0,0,0,0,0
8922,0,0,0,0,0,0,0,0
8923,29,34,30,75,46,46,30,34
8924,4,4,9,3,0,8,9,6
8925,281,311,410,440,417,338,287,326
8926,1,0,1,1,0,0,1,2
8927,4,6,2,6,20,10,16,16
8928,0,0,0,0,0,0,0,0
8929,1462,1643,1537,1896,1856,1478,1517,1410
8930,541,482,621,692,600,528,314,433
8931,0,0,0,0,0,0,0,0
8932,0,0,0,0,0,0,0,0
8933,0,0,0,0,0,0,0,0
8934,0,0,0,1,0,0,0,0
8935,17,12,13,14,17,12,3,10
8936,0,0,0,0,0,0,0,0
8937,30,48,42,41,35,25,18,23
8938,0,0,0,0,0,0,0,0
8939,0,1,0,1,0,0,1,0
8940,0,0,0,0,0,0,0,0
8941,0,0,0,0,0,0,0,0
8942,222,222,227,298,297,259,120,161
8943,0,0,0,0,0,0,0,0
8944,82,79,53,67,43,72,49,46
8945,87,70,163,160,107,51,51,79
8946,1,1,5,2,0,0,2,4
8947,65,122,146,134,98,85,47,80
8948,408,628,515,1080,623,471,401,527
8949,139,193,162,191,176,151,72,145
8950,2,0,0,0,0,0,0,0
8951,0,0,0,0,0,0,0,0
8952,6,5,1,8,2,5,5,4
8953,0,0,0,0,0,0,0,0
8954,23,23,7,20,15,11,16,6
8955,0,0,0,1,0,0,0,0
8956,0,0,0,0,0,0,0,0
8957,0,0,0,0,0,0,0,0
8958,0,0,0,0,0,0,0,0
8959,5,0,0,0,0,4,1,0
8960,53,46,52,30,53,41,22,20
8961,0,1,0,0,0,0,0,0
8962,0,0,0,0,0,0,0,0
8963,0,0,0,0,0,0,0,0
8964,0,0,0,0,0,0,0,0
8965,0,0,0,1,3,0,0,0
8966,0,0,0,0,0,0,0,0
8967,0,0,0,0,0,0,0,0
8968,0,0,0,0,0,0,0,0
8969,0,0,0,0,0,0,0,0
8970,2,0,0,0,0,0,0,0
8971,0,0,0,0,0,0,0,0
8972,0,0,0,0,0,0,0,0
8973,0,0,0,0,0,0,0,0
8974,3,2,11,18,18,15,4,30
8975,14,17,12,22,9,3,4,8
8976,0,0,0,0,0,0,0,0
8977,0,0,0,2,0,3,1,3
8978,0,0,0,0,0,0,0,0
8979,0,1,0,0,0,0,0,0
8980,0,0,17,12,9,2,9,0
8981,0,0,0,0,0,0,0,0
8982,1,0,1,4,4,4,3,1
8983,3,5,9,7,10,9,4,5
8984,3,6,2,11,3,4,9,0
8985,3,5,6,19,9,10,2,3
8986,0,0,0,0,1,0,0,0
8987,0,2,0,0,0,0,0,0
8988,0,0,0,0,0,0,0,0
8989,0,0,2,0,0,0,0,0
8990,0,0,0,0,2,0,1,0
8991,0,0,0,0,0,0,0,0
8992,0,0,0,0,0,0,0,0
8993,0,0,0,0,0,0,0,0
8994,0,0,0,3,2,5,1,1
8995,0,0,0,0,0,0,0,0
8996,4,0,0,0,0,0,0,0
8997,0,0,0,0,1,1,0,0
8998,1,5,0,3,0,8,0,0
8999,0,0,0,0,0,0,0,0
9000,0,0,0,0,0,0,0,0
9001,0,0,0,0,0,0,1,0
9002,2,1,0,0,0,0,0,0
9003,0,0,0,0,0,0,0,0
9004,0,2,0,1,2,0,1,2
9005,5113,4957,6635,5817,6939,7446,5886,4144
9006,49,63,31,63,62,60,74,42
9007,0,0,0,0,0,1,0,0
9008,0,0,0,0,0,0,0,0
9009,0,0,0,0,0,0,0,0
9010,0,2,0,0,0,0,0,0
9011,0,0,0,0,0,0,0,0
9012,0,0,0,0,0,0,0,0
9013,0,0,0,0,0,0,0,0
9014,0,0,0,0,0,0,0,0
9015,0,0,0,0,0,0,0,0
9016,4,3,1,0,0,7,6,2
9017,0,0,0,0,0,0,0,0
9018,1,0,0,0,0,0,0,0
9019,0,0,0,0,0,0,0,0
9020,273,171,144,177,78,55,97,71
9021,4,55,5,9,12,1,5,21
9022,0,2,1,2,1,0,1,1
9023,0,0,0,0,0,0,0,0
9024,372,464,423,586,668,453,228,325
9025,0,0,0,0,0,0,0,0
9026,2154,2128,2288,3089,2383,2211,1287,1597
9027,0,0,0,0,0,0,0,0
9028,1801,1638,1480,1855,1909,1767,1410,1648
9029,101,147,150,201,137,119,82,106
9030,0,1,0,0,2,0,0,0
9031,99,103,109,100,106,94,44,73
9032,71,83,62,98,82,71,33,54
9033,0,0,0,0,0,0,0,0
9034,2,0,0,0,0,0,0,0
9035,0,0,0,0,0,0,0,0
9036,0,0,0,0,0,0,0,0
9037,0,0,0,0,0,0,0,0
9038,3,2,4,4,11,7,4,6
9039,0,0,0,0,0,0,0,0
9040,54,60,31,56,17,51,46,30
9041,1,0,3,4,1,1,0,0
9042,0,0,0,0,0,0,0,0
9043,4,4,4,6,1,1,1,5
9044,4,2,2,7,7,3,1,0
9045,0,0,0,0,0,0,0,0
9046,92,85,51,116,81,71,91,70
9047,0,0,0,0,0,0,0,0
9048,0,0,0,0,0,0,0,0
9049,7,17,4,23,8,10,7,4
9050,0,0,0,0,0,0,0,0
9051,0,0,0,0,0,0,0,0
9052,0,0,0,0,0,0,0,0
9053,9,12,21,13,5,13,7,3
9054,136,176,171,109,167,175,188,176
9055,0,0,0,0,0,0,0,0
9056,58,74,26,77,104,122,175,53
9057,13,18,18,19,25,28,20,25
9058,0,0,0,0,0,0,0,0
9059,2,0,0,0,0,0,0,0
9060,1584,1563,1552,1691,1697,1533,1214,1454
9061,107,137,192,145,142,97,60,138
9062,226,269,281,358,311,238,153,199
9063,329,337,344,306,332,319,329,281
9064,108,129,152,144,147,102,68,167
9065,51,74,78,54,79,77,30,68
9066,0,0,0,0,0,0,0,0
9067,827,897,898,1184,927,718,565,624
9068,0,0,0,0,0,0,0,0
9069,4,5,0,3,4,0,0,3
9070,0,0,0,0,0,0,0,0
9071,14,12,15,6,29,11,12,21
9072,0,0,0,0,0,0,0,0
9073,145,131,148,194,197,199,112,166
9074,0,0,0,0,0,0,0,0
9075,0,0,0,0,0,0,0,0
9076,0,0,0,0,0,0,0,0
9077,0,0,0,0,0,0,0,0
9078,19,31,35,20,31,22,14,23
9079,0,0,0,1,0,0,0,0
9080,3,0,2,2,3,6,4,0
9081,0,0,0,0,0,0,0,0
9082,11,0,3,4,1,8,1,0
9083,26,50,14,21,37,26,42,19
9084,0,0,0,0,0,0,0,0
9085,38,37,35,67,51,36,7,24
9086,1124,1055,1215,1740,1084,805,894,705
9087,0,0,0,0,0,0,0,0
9088,47,52,94,65,77,53,44,52
9089,56,50,63,70,81,56,32,51
9090,139,180,159,107,147,210,233,177
9091,23,43,12,36,38,22,31,17
9092,0,0,0,0,0,0,0,0
9093,683,751,662,669,635,672,733,788
9094,0,0,0,0,0,2,0,0
9095,0,1,1,0,1,0,1,0
9096,0,0,0,0,0,0,0,0
9097,0,0,1,0,3,2,0,1
9098,53,39,35,43,42,29,44,44
9099,0,0,0,0,0,0,0,0
9100,6,8,5,2,4,6,3,1
9101,31,33,8,34,13,12,20,14
9102,0,0,0,0,0,0,0,0
9103,0,0,0,0,1,0,0,0
9104,0,0,0,1,0,0,0,0
9105,17,9,8,14,6,14,2,2
9106,2,0,0,0,0,1,0,0
9107,0,0,0,0,0,0,0,0
9108,0,0,0,0,0,0,0,0
9109,52,42,62,70,43,24,34,42
9110,0,0,0,0,0,0,0,0
9111,0,0,0,0,0,0,0,0
9112,0,0,0,0,0,0,0,0
9113,0,0,0,0,0,0,0,0
9114,3946,3709,3576,3639,4260,5182,5206,4228
9115,1359,1382,1257,1485,1290,1467,1155,1033
9116,231,232,259,308,272,234,196,206
9117,146,164,141,206,182,110,105,133
9118,90,108,113,141,125,88,63,63
9119,0,0,0,0,0,0,0,0
9120,1,0,0,0,0,0,0,3
9121,2118,2293,2057,2419,2189,2225,1772,1704
9122,0,0,0,0,0,0,0,0
9123,0,0,0,0,0,0,0,0
9124,0,0,0,0,0,0,0,0
9125,0,0,0,0,0,0,0,0
9126,1263,441,371,484,641,628,642,595
9127,197,234,232,293,336,238,192,191
9128,662,1024,721,1149,813,672,496,772
9129,932,1208,858,1239,1659,1201,643,917
9130,291,339,335,161,149,241,187,348
9131,194,218,225,205,268,164,138,201
9132,0,0,0,0,0,0,0,0
9133,0,0,0,0,0,0,0,0
9134,0,0,0,0,0,0,0,0
9135,344,403,344,392,393,357,248,317
9136,0,0,0,0,0,0,0,0
9137,151,235,588,331,208,157,179,352
9138,0,0,0,0,0,0,0,0
9139,0,1,2,0,0,1,0,0
9140,0,1,0,0,0,0,0,0
9141,0,0,0,0,0,0,0,0
9142,2,0,0,2,4,1,0,1
9143,200,188,254,279,269,195,96,159
9144,0,0,0,0,0,0,0,0
9145,106,107,66,89,90,84,44,54
9146,0,0,0,0,0,0,0,0
9147,0,0,2,0,1,3,0,1
9148,0,0,0,0,0,0,0,0
9149,0,0,0,0,0,0,0,0
9150,579,665,418,639,478,494,410,423
9151,0,0,0,0,0,0,0,1
9152,0,0,0,0,0,0,0,0
9153,991,1160,1007,1342,1456,1297,978,1042
9154,0,0,0,0,0,0,0,0
9155,12,9,25,32,24,19,11,14
9156,0,0,0,0,0,0,0,0
9157,0,0,0,0,0,0,0,0
9158,0,0,0,0,0,0,0,0
9159,11,4,3,3,5,5,1,1
9160,26,28,5,16,28,15,8,14
9161,0,0,0,0,0,0,0,0
9162,0,2,0,4,4,0,0,0
9163,0,0,0,0,0,0,0,0
9164,695,811,794,920,853,805,759,760
9165,215,193,143,237,260,212,191,128
9166,3832,4158,3660,4969,4471,4149,3912,3190
9167,0,0,0,0,0,0,0,0
9168,699,746,788,1033,994,714,544,650
9169,0,5,2,4,8,5,1,1
9170,0,0,0,0,0,0,0,0
9171,0,0,0,0,0,0,0,0
9172,1,1,0,0,0,0,1,2
9173,0,0,0,0,0,0,0,1
9174,0,0,0,0,0,0,0,0
9175,0,0,0,0,1,0,0,0
9176,0,0,0,0,0,0,1,0
9177,415,424,535,385,490,456,343,390
9178,314,406,272,414,367,315,419,286
9179,0,0,0,1,0,0,0,0
9180,2,5,7,8,0,0,0,0
9181,0,0,1,0,0,1,2,0
9182,13,10,13,14,12,11,10,6
9183,2940,3074,2726,3263,3493,3450,2784,3222
9184,0,0,0,0,0,3,0,0
9185,0,0,0,0,0,0,1,0
9186,0,0,0,0,0,0,0,0
9187,0,0,0,0,0,0,0,0
9188,0,0,0,1,0,0,0,0
9189,5,3,1,2,0,5,1,3
9190,0,0,0,0,0,0,1,0
9191,0,0,0,0,0,0,0,0
9192,0,0,0,0,0,0,0,0
9193,0,0,0,0,0,0,0,0
9194,0,0,0,0,0,0,0,0
9195,0,0,0,0,0,0,0,0
9196,2,1,0,2,0,4,2,0
9197,68,211,115,98,90,119,271,131
9198,0,1,2,0,0,1,0,0
9199,974,1396,1112,1446,1362,952,802,1019
9200,0,0,0,0,0,0,0,0
9201,173,150,195,241,183,156,67,126
9202,0,0,0,0,0,0,0,0
9203,51,94,37,58,35,35,40,72
9204,0,0,0,1,1,0,1,0
9205,15,23,7,19,16,12,6,3
9206,2,10,5,2,2,3,4,6
9207,0,0,0,2,0,0,0,0
9208,0,0,0,0,0,0,0,0
9209,0,0,0,0,0,0,0,0
9210,0,0,0,0,0,0,0,0
9211,0,0,0,0,0,0,0,0
9212,3,2,3,4,3,9,4,4
9213,12,19,46,23,40,64,74,52
9214,0,0,0,0,0,0,0,0
9215,6,6,5,10,5,9,3,13
9216,0,2,0,0,0,0,0,1
9217,0,3,0,0,0,1,0,0
9218,0,0,0,0,0,0,0,0
9219,2,0,1,0,0,0,0,0
9220,0,2,2,0,0,2,1,0
9221,0,0,0,0,0,0,0,0
9222,0,0,3,0,0,0,0,0
9223,0,0,0,0,0,0,0,0
9224,2,0,0,0,0,0,0,0
9225,53,78,57,77,104,74,23,45
9226,0,0,0,0,0,0,0,0
9227,0,4,0,0,2,0,0,0
9228,16,151,13,20,22,8,14,21
9229,0,0,0,0,0,0,0,0
9230,6,2,2,8,3,1,3,0
9231,0,0,0,0,0,0,0,0
9232,585,519,701,846,766,463,407,494
9233,1064,963,995,1237,1179,1507,969,1048
9234,163,165,145,184,202,157,86,122
9235,0,0,0,0,0,0,0,0
9236,11,16,8,6,8,14,9,11
9237,0,0,0,0,0,0,0,0
9238,0,0,0,0,0,0,0,0
9239,0,0,0,0,0,0,0,0
9240,0,0,0,0,0,0,0,0
9241,9,8,22,26,31,30,2,37
9242,0,0,1,0,1,1,1,0
9243,1174,1402,1387,1548,1541,1373,1442,1496
9244,398,417,178,324,227,505,898,316
9245,373,389,134,388,280,509,702,292
9246,6,4,1,4,6,1,3,2
9247,4,3,1,6,2,2,1,3
9248,0,0,0,0,0,0,0,0
9249,0,0,0,0,0,0,0,0
9250,0,0,0,0,0,0,0,0
9251,1,0,2,3,4,0,2,1
9252,29,5,14,23,26,41,21,27
9253,14,20,12,36,15,14,13,13
9254,0,0,0,0,0,0,0,0
9255,3,3,2,3,4,3,2,3
9256,0,0,0,0,0,0,0,0
9257,1128,1407,1009,1154,1070,1107,840,1044
9258,28,42,24,19,26,34,32,46
9259,0,1,0,0,0,0,0,0
9260,1070,1286,913,1168,1121,892,934,910
9261,21,34,44,31,33,23,15,44
9262,0,0,0,0,0,0,0,0
9263,922,961,1079,1056,921,893,784,872
9264,662,820,872,1050,888,611,435,668
9265,621,597,922,2280,1116,770,1055,2981
9266,283,235,324,427,404,339,240,298
9267,0,0,0,0,0,0,0,0
9268,0,0,0,0,0,0,0,0
9269,2,2,0,5,1,1,0,0
9270,0,0,0,0,0,0,0,0
9271,0,0,0,0,0,0,0,0
9272,0,0,0,0,0,0,0,0
9273,0,0,0,0,0,0,1,0
9274,735,736,717,1084,741,616,730,748
9275,2,0,0,0,0,0,0,0
9276,1,9,10,16,8,6,5,4
9277,2157,2461,2115,2335,2667,2486,2389,2273
9278,49,37,33,18,23,14,15,16
9279,444,520,499,655,581,510,378,384
9280,1,0,0,0,0,0,0,0
9281,3,0,1,1,1,1,0,1
9282,45,79,55,73,82,62,36,62
9283,0,2,3,0,0,0,0,0
9284,20,14,18,14,26,29,18,17
9285,13,31,5,15,23,15,6,13
9286,0,0,0,0,0,1,0,0
9287,0,0,0,0,0,0,0,0
9288,46,22,39,17,14,29,8,24
9289,178,279,292,395,287,264,98,166
9290,0,0,0,0,0,0,0,0
9291,0,0,0,0,0,0,0,0
9292,0,0,0,0,0,0,0,0
9293,0,0,0,0,0,0,0,0
9294,40,80,78,69,92,65,20,40
9295,1,1,0,0,0,2,2,0
9296,0,0,0,0,0,0,0,0
9297,253,226,223,177,239,228,215,248
9298,497,588,524,592,631,525,509,558
9299,0,0,0,0,0,0,0,0
9300,25,14,36,28,31,21,9,19
9301,2076,2295,2119,1628,2671,2859,2926,2753
9302,0,0,0,0,1,0,1,3
9303,104,125,124,162,102,111,80,98
9304,369,400,383,490,404,406,251,244
9305,0,0,0,0,0,1,0,0
9306,0,0,0,0,0,0,0,0
9307,1592,1854,1590,2229,1685,1550,1559,1405
9308,0,0,0,0,0,0,0,0
9309,2,5,6,3,5,16,4,4
9310,0,0,0,0,0,0,5,0
9311,0,0,0,0,0,0,0,0
9312,0,0,0,0,0,0,0,0
9313,0,0,0,0,0,0,0,0
9314,76,170,99,131,116,130,114,138
9315,232,266,341,431,342,200,186,271
9316,93,64,60,66,62,48,76,86
9317,0,0,0,0,0,0,0,0
9318,0,0,0,0,0,0,0,0
9319,0,0,0,0,0,0,0,0
9320,0,0,0,0,0,0,0,0
9321,0,1,0,0,0,0,0,0
9322,0,2,0,1,2,0,1,2
9323,0,0,1,0,0,0,0,1
9324,0,0,0,0,0,0,0,0
9325,0,0,0,0,0,0,0,0
9326,159,174,127,177,168,177,132,142
9327,80,90,111,149,73,80,67,55
9328,0,2,0,0,0,0,0,0
9329,1107,1471,939,1159,1021,943,947,1087
9330,0,0,0,0,0,0,0,0
9331,41,9,2,10,22,34,11,24
9332,0,0,0,1,1,1,1,0
9333,3,0,0,4,1,1,2,1
9334,260,270,233,244,270,261,265,275
9335,0,0,0,0,0,0,0,0
9336,143,115,137,47,63,90,86,175
9337,0,0,0,0,0,0,1,0
9338,56,65,43,140,56,31,24,27
9339,17,8,6,11,32,4,10,9
9340,0,0,0,0,0,0,0,0
9341,0,2,0,0,1,0,0,0
9342,0,0,0,0,0,0,0,0
9343,32,39,46,56,48,28,17,36
9344,0,0,0,0,0,0,0,0
9345,0,0,2,0,0,0,0,0
9346,318,341,323,450,505,312,281,357
9347,1896,2082,2225,3095,2643,1768,1707,1742
9348,0,0,0,0,0,1,0,0
9349,0,0,0,1,0,0,1,0
9350,10,31,3,9,5,13,8,10
9351,174,179,285,289,238,167,117,127
9352,0,0,0,0,0,0,0,0
9353,1,0,0,1,0,0,0,0
9354,0,27,8,9,19,17,1,2
9355,314,358,325,451,449,359,146,254
9356,0,0,0,0,0,0,0,0
9357,2,0,2,3,0,0,1,0
9358,47,49,61,82,70,54,31,51
9359,0,0,0,0,0,0,0,0
9360,0,0,0,0,0,0,0,0
9361,134,144,92,177,136,115,80,102
9362,0,0,0,0,0,0,0,0
9363,0,0,0,0,0,0,0,0
9364,18,10,10,15,11,14,4,7
9365,0,0,0,0,0,0,0,0
9366,0,0,0,0,0,0,0,0
9367,0,0,0,0,0,0,0,0
9368,6,0,5,1,0,2,0,0
9369,418,385,332,384,595,627,334,301
9370,0,0,0,0,0,0,0,0
9371,0,0,0,0,0,0,0,0
9372,0,0,0,0,0,0,0,0
9373,0,0,0,0,0,0,0,1
9374,0,0,0,0,0,0,0,0
9375,0,0,0,0,0,0,0,0
9376,3143,3135,2453,3531,2751,3397,4131,2921
9377,0,0,0,0,0,0,0,0
9378,0,1,0,0,1,0,0,0
9379,0,0,0,0,0,0,0,0
9380,0,2,0,1,0,0,0,0
9381,0,0,0,0,0,0,0,0
9382,0,0,0,0,0,0,0,0
9383,0,0,0,0,0,0,0,0
9384,0,0,0,1,0,0,0,0
9385,0,0,0,1,0,0,0,0
9386,0,0,0,0,0,0,1,8
9387,0,0,0,0,0,0,0,0
9388,0,0,0,0,0,0,0,0
9389,0,0,0,1,0,0,0,0
9390,0,0,0,0,0,0,0,0
9391,0,0,0,0,0,0,0,0
9392,0,0,0,0,0,0,0,0
9393,0,0,0,0,0,0,0,0
9394,0,0,1,0,0,2,0,0
9395,0,0,0,0,0,0,0,0
9396,1,0,0,0,0,0,0,0
9397,0,0,0,1,0,0,1,0
9398,0,0,0,0,0,0,0,0
9399,0,0,0,0,0,0,0,0
9400,3592,2870,3412,3164,3338,3640,3480,3149
9401,0,0,0,0,0,0,0,0
9402,8,5,9,7,11,5,9,6
9403,110,113,94,92,90,120,90,61
9404,0,0,0,0,0,0,0,0
9405,0,0,1,1,1,3,0,0
9406,0,1,0,1,1,0,0,2
9407,1604,1501,1578,1747,1628,1925,1395,1006
9408,0,0,1,0,0,0,2,0
9409,8,16,7,12,5,12,11,6
9410,22,55,49,23,21,30,29,16
9411,5811,5301,5613,5477,5446,4890,5187,6261
9412,0,0,0,0,0,0,0,0
9413,0,0,0,0,0,0,0,0
9414,0,0,0,0,0,0,0,0
9415,0,0,0,0,0,0,0,0
9416,867,2733,1068,986,1274,764,726,784
9417,0,1,0,0,0,0,0,0
9418,566,621,548,670,668,547,595,606
9419,2,3,1,3,4,6,5,1
9420,0,0,1,1,0,0,0,0
9421,0,0,0,0,0,0,0,0
9422,10,6,10,3,6,9,4,7
9423,0,1,0,0,0,0,2,0
9424,0,0,0,0,0,0,0,0
9425,0,0,0,0,0,0,0,0
9426,484,453,497,315,564,426,455,796
9427,155,154,251,255,174,105,67,127
9428,1439,1161,1717,2040,1108,856,766,828
9429,516,456,413,453,479,520,355,342
9430,0,0,0,1,0,0,0,0
9431,167,163,130,207,257,182,164,152
9432,0,0,0,0,0,0,0,0
9433,0,0,0,1,0,0,0,0
9434,3,13,1,22,7,7,8,9
9435,0,0,0,0,0,0,1,0
9436,0,0,0,0,0,0,0,0
9437,0,0,0,0,0,0,0,0
9438,0,0,0,0,0,0,0,0
9439,843,837,700,870,993,924,844,730
9440,0,0,0,0,0,0,0,0
9441,0,0,0,0,0,0,0,0
9442,0,0,0,0,0,0,0,0
9443,0,0,0,0,0,0,0,0
9444,0,0,1,0,0,0,1,0
9445,5,8,15,36,7,3,5,16
9446,0,0,0,0,0,0,0,0
9447,0,0,0,0,0,0,0,0
9448,872,1075,954,1332,1250,953,801,887
9449,0,0,0,0,0,0,0,0
9450,1,3,2,1,0,1,4,5
9451,238,207,219,200,270,236,210,266
9452,0,0,0,0,0,0,0,0
9453,0,0,0,0,0,0,0,0
9454,0,0,0,0,0,0,0,0
9455,1,0,0,0,0,0,0,0
9456,0,0,0,0,0,0,1,1
9457,283,146,466,225,131,184,138,287
9458,2,8,5,1,5,3,6,2
9459,148,160,88,145,115,135,121,151
9460,0,0,0,0,1,1,2,0
9461,3756,4008,3334,2985,2775,3960,4183,3113
9462,0,0,0,0,0,0,0,0
9463,0,0,0,0,0,0,0,0
9464,0,0,0,0,0,0,0,0
9465,0,0,0,0,0,0,0,0
9466,0,0,0,0,0,0,0,0
9467,9,3,2,3,1,1,0,5
9468,16,19,20,19,14,8,2,9
9469,9,0,2,3,1,0,0,1
9470,0,5,6,8,3,7,5,1
9471,6,4,5,8,3,7,2,1
9472,0,0,0,0,0,0,0,0
9473,0,0,0,0,0,0,0,0
9474,121,134,190,193,178,81,57,105
9475,705,761,745,977,892,770,687,570
9476,0,0,1,0,0,0,0,0
9477,0,0,0,0,0,0,0,0
9478,569,559,481,782,675,565,409,481
9479,399,487,462,568,736,527,317,430
9480,16,24,25,23,32,21,15,33
9481,1,1,0,0,0,0,0,0
9482,683,652,733,872,872,699,394,629
9483,443,730,390,867,481,513,316,295
9484,290,293,255,359,360,284,218,224
9485,100,123,158,232,133,87,77,95
9486,11,12,14,8,21,9,1,6
9487,12,16,9,28,30,33,7,13
9488,0,0,0,0,0,0,0,0
9489,0,0,0,0,0,0,0,0
9490,35,39,38,50,34,26,12,26
9491,0,0,0,0,0,0,0,0
9492,348,328,389,424,511,330,314,328
9493,2,5,1,1,1,0,1,0
9494,0,0,0,0,0,0,0,0
9495,4544,4441,4224,5090,3900,4306,4142,3476
9496,0,0,0,1,0,0,0,0
9497,0,0,1,2,3,2,0,0
9498,0,0,0,0,0,0,0,0
9499,1134,1414,1221,1503,1783,1389,938,1108
9500,193,157,154,207,157,148,93,103
9501,0,0,0,0,0,0,0,0
9502,1,0,1,1,1,1,0,0
9503,1100,1396,1214,1507,1509,1204,967,1049
9504,0,0,0,0,0,0,0,0
9505,10,14,11,15,12,2,6,23
9506,0,0,0,0,0,0,0,0
9507,0,0,2,0,1,0,0,0
9508,0,0,0,0,0,0,0,0
9509,17,24,17,31,27,81,283,8
9510,0,0,0,0,0,0,0,0
9511,0,0,0,0,0,0,0,0
9512,5173,5476,4689,5737,5885,5492,4425,4342
9513,7,10,5,6,10,6,5,5
9514,89,91,111,140,97,61,53,77
9515,0,0,0,0,0,0,0,0
9516,0,0,0,0,0,0,0,0
9517,135,165,111,134,117,117,70,91
9518,3954,3817,4283,4864,3320,3102,2695,2997
9519,325,438,480,518,564,456,185,419
9520,346,434,437,428,453,354,319,357
9521,493,489,345,431,390,396,346,304
9522,1,0,0,2,0,0,0,0
9523,0,0,0,0,0,0,0,0
9524,1,0,0,0,0,0,0,0
9525,454,506,664,715,609,517,371,440
9526,0,0,1,2,0,0,0,0
9527,1,0,0,0,0,0,0,0
9528,24,26,29,68,37,18,7,18
9529,1,0,0,0,0,0,0,0
9530,0,0,0,0,0,0,0,0
9531,10,15,12,29,35,25,10,10
9532,0,0,0,0,0,0,0,0
9533,0,0,0,0,0,0,0,0
9534,2,0,1,2,0,5,2,1
9535,3,9,5,5,4,3,7,8
9536,432,466,439,492,524,429,296,440
9537,0,0,0,0,0,0,0,0
9538,26,26,21,21,45,25,8,23
9539,2,0,0,0,0,0,0,0
9540,0,0,0,0,0,0,0,0
9541,14,16,24,27,34,18,12,15
9542,0,0,0,0,0,0,0,0
9543,0,1,0,0,0,0,0,0
9544,0,0,0,0,0,0,0,0
9545,4,9,4,3,8,11,0,4
9546,8,8,10,9,9,10,8,13
9547,13,28,9,32,18,19,27,7
9548,0,0,0,0,0,0,0,0
9549,41,36,48,47,47,21,13,21
9550,0,1,0,0,0,0,0,0
9551,0,0,0,0,0,0,0,0
9552,0,0,0,0,0,0,0,0
9553,0,0,0,2,0,0,0,0
9554,0,0,0,0,0,0,0,0
9555,12,17,20,19,23,12,6,9
9556,116,176,142,211,165,161,168,151
9557,0,1,0,3,2,1,0,0
9558,0,0,0,2,0,0,0,0
9559,0,0,0,0,0,1,0,0
9560,0,0,0,0,0,0,0,0
9561,0,0,0,0,0,0,0,0
9562,0,0,0,2,0,0,0,0
9563,0,0,0,0,0,0,0,0
9564,0,0,0,0,0,1,0,0
9565,0,0,0,0,0,0,0,0
9566,0,1,2,14,0,0,0,0
9567,0,0,0,0,0,0,0,0
9568,3,0,0,2,3,0,0,0
9569,4,1,1,2,2,0,0,2
9570,0,0,0,0,0,0,0,0
9571,0,0,0,0,0,0,0,0
9572,0,0,0,0,0,4,0,0
9573,12,22,33,15,12,20,8,30
9574,316,266,776,402,412,277,180,281
9575,5,9,6,11,2,7,7,6
9576,27,40,23,27,41,46,11,11
9577,0,0,0,0,0,0,0,0
9578,0,0,0,0,0,0,0,0
9579,6,46,17,17,34,15,16,11
9580,798,1145,993,1356,1138,821,552,747
9581,0,0,0,0,0,0,0,0
9582,0,0,0,0,0,0,0,0
9583,14,36,29,25,9,16,41,25
9584,28,30,42,36,41,41,21,43
9585,0,0,0,0,0,0,0,0
9586,0,0,0,0,2,0,0,0
9587,1,0,5,3,0,2,0,0
9588,4,7,9,12,3,10,1,10
9589,5,3,5,9,8,3,2,1
9590,0,0,0,0,0,0,0,0
9591,0,0,0,0,0,0,0,0
9592,13,14,5,14,18,23,8,11
9593,1,0,2,0,3,1,0,0
9594,35,2,14,4,15,12,12,3
9595,0,0,0,0,0,0,0,0
9596,5,10,5,9,8,3,2,8
9597,0,0,0,0,0,0,0,0
9598,0,0,0,0,0,1,0,0
9599,115,120,135,312,104,15,101,72
9600,8,4,3,13,1,8,4,5
9601,8,1,17,10,17,4,0,15
9602,0,0,0,0,0,0,0,0
9603,512,637,609,747,603,553,395,351
9604,5529,5378,5181,4427,5278,5771,5693,4993
9605,0,0,0,0,0,0,0,0
