0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,3,2,2,11,3,4,2
0,0,2,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
6,3,2,3,7,6,4,5
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,3,0,0,0,0
0,0,0,4,0,5,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,3,0,0,0,3,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
3,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
2,0,0,0,0,0,3,2
0,0,0,0,0,0,0,0
2,3,3,0,3,2,6,0
0,0,0,0,0,0,0,0
0,5,0,0,4,0,0,0
0,0,2,0,0,0,3,0
0,2,2,0,2,0,0,3
0,0,0,0,0,0,0,0
3,0,3,8,0,6,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,2,0,0,0
0,0,4,0,0,0,0,0
0,0,2,0,0,0,2,0
0,0,0,0,0,0,0,0
0,0,3,0,0,0,0,0
8,5,8,6,10,10,9,7
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,2,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,4,0,0
2,0,3,0,2,0,4,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
2,6,0,16,7,3,6,0
0,2,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
4,4,6,5,3,0,5,6
0,0,0,0,0,0,0,0
2,0,0,0,3,2,0,0
0,0,0,3,3,6,4,0
0,0,0,0,0,0,0,0
23,30,45,41,48,32,35,27
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
3,3,0,3,0,0,0,0
3,5,2,2,0,0,0,0
0,0,0,5,4,4,0,0
0,2,0,0,0,0,0,0
0,0,0,0,2,0,2,0
0,0,0,0,0,5,0,0
0,0,0,0,0,0,0,0
3,0,4,3,4,6,0,4
0,0,0,0,0,0,0,6
0,0,4,0,0,4,0,0
0,0,0,4,0,0,0,3
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,2
0,4,0,0,0,2,5,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,3
0,0,0,0,0,0,0,0
4,0,0,0,0,2,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,6,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
2,0,4,0,3,4,0,4
0,3,2,0,0,2,0,0
2,0,0,0,0,0,0,0
0,2,0,3,0,0,0,0
2,0,0,0,0,0,0,0
0,0,2,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,3,0,0,0
2,0,0,0,0,0,6,0
0,0,3,0,0,0,0,0
41,57,62,69,62,81,41,39
9,18,15,19,26,9,14,15
0,0,2,0,0,3,0,0
3,0,0,2,2,0,2,0
0,0,0,4,0,0,0,0
3,4,5,0,7,0,0,3
0,0,0,0,0,0,0,0
0,0,3,0,0,0,0,0
0,2,5,0,0,0,5,3
0,0,4,5,3,4,3,0
8,8,14,4,11,7,6,6
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,2,0,0,0,3,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,3,0,0,0,0,0,0
5,3,7,3,11,6,13,0
7,23,30,17,32,35,29,12
0,0,0,0,0,0,0,0
0,2,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,2,0,0
0,0,0,0,0,0,0,0
0,0,2,0,0,3,0,3
0,0,0,0,0,0,0,0
0,5,0,5,5,0,3,0
0,3,0,0,3,0,2,2
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,2,0,0,0
0,0,0,0,0,0,2,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,2
3,8,2,4,3,3,7,6
5,0,3,8,3,0,2,4
0,0,0,0,0,0,0,0
2,2,10,2,5,2,11,3
0,0,0,0,0,0,0,0
2,4,0,0,0,6,4,6
0,0,2,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
7,6,7,3,13,6,5,5
0,2,0,0,0,0,0,4
3,0,3,0,0,0,4,2
2,5,2,3,0,0,0,0
0,0,2,0,0,3,0,0
0,3,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,3,0,0,0,0
0,0,0,0,0,0,0,0
0,0,3,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
25,33,31,38,45,25,31,28
0,4,0,0,4,0,0,0
0,0,0,0,0,3,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
3,0,0,0,2,0,2,0
0,6,0,5,9,8,12,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
7,9,7,16,12,7,10,6
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
2,7,2,0,7,5,0,3
0,0,0,0,0,0,0,0
0,0,0,0,0,3,0,0
6,10,6,2,7,11,5,9
0,0,0,0,0,0,3,4
0,3,0,0,0,0,0,0
0,2,0,0,0,0,0,0
3,10,10,6,6,8,4,7
0,0,0,0,0,0,0,0
0,0,0,3,0,5,2,0
0,0,0,0,0,0,0,2
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
3,3,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
3,2,4,0,5,0,0,6
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
20,21,32,24,29,36,27,18
5,4,6,2,2,5,8,3
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,3
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
4,0,3,3,0,3,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,3
0,3,0,0,0,0,0,0
0,0,0,0,0,0,0,0
9,12,7,15,9,4,5,10
0,0,0,0,0,0,2,0
0,0,0,0,0,0,3,0
0,2,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,2,0,0,0,0
0,10,10,10,8,3,3,3
0,0,0,0,0,0,0,0
0,0,2,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,2
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
5,2,3,4,5,0,5,2
0,0,0,0,0,0,0,0
0,0,0,0,2,0,0,0
9,10,8,6,6,15,15,8
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,2,0,0
0,0,2,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,4,0,0,0
0,0,0,0,0,0,0,0
7,5,5,10,5,0,5,5
0,0,3,0,0,0,0,0
0,0,0,0,0,4,3,0
0,0,0,0,2,0,0,0
0,0,0,0,0,0,0,0
3,0,2,0,2,2,0,0
0,0,0,0,0,0,0,0
0,3,0,0,4,4,3,3
3,3,4,0,3,0,0,0
0,3,2,2,0,0,0,0
0,0,0,0,0,0,0,0
7,5,0,4,5,8,8,5
4,3,0,0,5,0,5,0
0,0,0,3,0,0,3,2
2,2,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,2,0,0,0
6,9,6,3,7,7,8,6
